cpc,cohesin,e,time,chr_length,distances
0.1,0.09,0.01,0.005305,1.082340,[0.96512654007688 0.833597266054549] 
0.1,0.09,0.01,0.028720,3.487540,[] 
0.1,0.09,0.01,0.007957,1.924160,[0.606897664710127 0.96512654007688 0.833597266054549] 
0.1,0.09,0.01,0.027733,2.826110,[] 
0.1,0.09,0.01,0.006711,2.645720,[0.483846709763589 0.606897664710127 0.96512654007688 0.833597266054549 1.81070992089053] 
0.1,0.09,0.01,0.011203,1.443120,[] 
0.1,0.09,0.01,0.002623,2.044420,[0.606897664710127 0.558420781802495 0.406705758274385 0.465620058153471 0.367977207901079 0.465601414000614 0.399069799510576 0.138764861147138] 
0.1,0.09,0.01,0.019196,1.623510,[] 
0.1,0.09,0.01,0.005415,1.322860,[0.96512654007688 0.833597266054549] 
0.1,0.09,0.01,0.001350,2.705850,[] 
0.1,0.09,0.01,0.021684,2.886240,[] 
0.1,0.09,0.01,0.010417,0.901950,0.833597266054549 
0.1,0.09,0.01,0.019806,3.547670,[] 
0.1,0.09,0.01,0.011508,1.382990,[] 
0.1,0.09,0.01,0.018806,3.487540,2.0558709145506 
0.1,0.09,0.01,0.000648,3.547670,[] 
0.1,0.09,0.01,0.027295,3.607800,[] 
0.1,0.09,0.01,0.023996,2.405200,[] 
0.1,0.09,0.01,0.022354,1.322860,[] 
0.1,0.09,0.01,0.024370,2.044420,[] 
0.1,0.09,0.01,0.011487,3.126760,2.0558709145506 
0.1,0.09,0.01,0.018498,2.645720,2.0558709145506 
0.1,0.09,0.01,0.017245,1.503250,[] 
0.1,0.09,0.01,0.015883,2.465330,2.0558709145506 
0.1,0.09,0.01,0.008241,2.104550,[0.483846709763589 0.606897664710127 0.96512654007688 0.833597266054549] 
0.1,0.09,0.01,0.007449,1.082340,[0.96512654007688 0.833597266054549] 
0.1,0.09,0.01,0.013530,2.886240,2.0558709145506 
0.1,0.09,0.01,0.006821,2.345070,[0.483846709763589 0.606897664710127 0.96512654007688 0.833597266054549] 
0.1,0.09,0.01,0.024098,2.585590,[] 
0.1,0.09,0.01,0.029539,2.164680,[] 
0.1,0.09,0.01,0.000897,0.962080,[] 
0.1,0.09,0.01,0.016045,2.345070,2.0558709145506 
0.1,0.09,0.01,0.002608,3.066630,[0.302133206583518 0.604718647208352 0.483846709763589 0.606897664710127 0.558420781802495 0.406705758274385 0.465620058153471 0.367977207901079 0.465601414000614 0.399069799510576 0.138764861147138 0.418464511442468 0.388809334789733 0.37427348384502] 
0.1,0.09,0.01,0.024022,3.066630,[] 
