cpc,cohesin,e,time,distances
0.15,0.09,0.0075,1.892090e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.893616e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.895142e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.899719e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.901245e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.902771e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.904297e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.910400e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.911926e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.913452e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.957703e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.959229e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.960754e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.962280e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.963806e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.965332e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.966858e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.968384e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.969910e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.971436e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,1.972961e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.032471e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.033997e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.035522e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.037048e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.055359e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.056885e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.058411e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.059937e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.067566e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.069092e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.070618e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.072144e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 0.532350998133784 0.643298256999235 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.116394e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.117920e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.119446e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.120972e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.128601e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.130127e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.131653e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.133179e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.157593e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.159119e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.160645e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.162170e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.177429e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.178955e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.180481e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.182007e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.183533e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.185059e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.186584e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859 0.531051297100786] 
0.15,0.09,0.0075,2.244568e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.246094e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.247620e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.249146e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.290344e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.291870e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.293396e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.296448e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.297974e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.299500e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.301025e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.317810e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.319336e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.320862e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.322388e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.325439e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.326965e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.328491e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.330017e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.403259e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.404785e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.406311e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.407837e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.415466e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.416992e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.418518e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.420044e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.421570e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.462769e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.464294e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.465820e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.467346e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.568054e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.569580e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.571106e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.572632e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.598572e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.600098e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.601624e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.603149e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.612305e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.613831e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.615356e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.616882e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.702332e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.703857e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.705383e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.706909e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.708435e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.709961e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.719116e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.720642e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.722168e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.723694e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.725220e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.726746e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.728271e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.729797e-02,[0.542701541221631 0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.806091e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.807617e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.809143e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.810669e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.842712e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.844238e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.845764e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.847290e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.848816e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.850342e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.851868e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.853394e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.856445e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.857971e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.859497e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.861023e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.868652e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.870178e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.871704e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.873230e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.896118e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.897644e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.899170e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.900696e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.954102e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.955627e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.957153e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.958679e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.996826e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.998352e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.15,0.09,0.0075,2.999878e-02,[0.916139195696333 1.67288434139539 0.838812582184266 1.17564925513302 0.407439240808859] 
0.173,0.09,0.0075,NaN,[0.521062101467284 0.774899269009092 0.721844785585297 2.1280754936015e-13 0.49689733561077 0.438174826604782 0.157133797976783 0.0241544088201536 1.95051113553901 0.0387656684576413] 
0.173,0.09,0.0075,1.068115e-04,2.1280754936015e-13 
0.173,0.09,0.0075,1.220703e-04,2.1280754936015e-13 
0.173,0.09,0.0075,1.373291e-04,2.1280754936015e-13 
0.173,0.09,0.0075,1.525879e-04,2.1280754936015e-13 
0.173,0.09,0.0075,3.509521e-04,2.1280754936015e-13 
0.173,0.09,0.0075,3.662109e-04,2.1280754936015e-13 
0.173,0.09,0.0075,3.814697e-04,2.1280754936015e-13 
0.173,0.09,0.0075,3.967285e-04,2.1280754936015e-13 
0.173,0.09,0.0075,7.629395e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,7.781982e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,7.934570e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,8.087158e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,9.460449e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,9.613037e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,9.765625e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,9.918213e-04,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.144409e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.159668e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.174927e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.190186e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.205444e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.464844e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.480103e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.495361e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.510620e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.556396e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.571655e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.586914e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.602173e-03,[1.29596137047638 1.838205154598 1.95051113553901] 
0.173,0.09,0.0075,1.998901e-03,[0.947494235573687 0.945310429407046 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.014160e-03,[0.947494235573687 0.945310429407046 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.029419e-03,[0.947494235573687 0.945310429407046 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.044678e-03,[0.947494235573687 0.945310429407046 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.120972e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.136230e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.151489e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.380371e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.395630e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.410889e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.426147e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.65184729026535 1.39336561524169] 
0.173,0.09,0.0075,2.609253e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,2.624512e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,2.639771e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.005981e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.021240e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.036499e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.051758e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.219604e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.234863e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.250122e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.265381e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.280640e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
0.173,0.09,0.0075,3.295898e-03,[0.692630954703445 0.766209798592903 0.433963911684384 0.403156498417596 0.743503384629978 1.13290166450063 1.13872418832197 0.773587052684436] 
