cpc,cohesin,e,time,chr_length,distances
0.1,0.09,0.0067,0.011429,1.322860,[0.794110461849515 0.512315481044629] 
0.1,0.09,0.0067,0.004828,2.044420,[] 
0.1,0.09,0.0067,0.022720,3.126760,[0.71842628880598 0.47093073360644 0.551814205396728 1.01644003633256 0.794110461849515 1.06985608645574 0.36772339804731 0.452414439583372 0.376098826652637] 
0.1,0.09,0.0067,0.026105,2.645720,[0.47093073360644 0.551814205396728 1.01644003633256 0.794110461849515 1.06985608645574 0.820137837630682] 
0.1,0.09,0.0067,0.010510,1.503250,[1.34749952032292 0.794110461849515 0.512315481044629] 
0.12,0.09,0.0067,0.020566,1.082340,[0.819470179219892 0.873618713024832] 
0.12,0.09,0.0067,0.008823,3.487540,[1.34673789365443 0.819470179219892 1.25563466826633 1.36228018940257] 
0.12,0.09,0.0067,0.015916,1.924160,[0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888] 
0.12,0.09,0.0067,0.024968,2.826110,[0.603652665489159 1.14535494513116 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
0.12,0.09,0.0067,0.017920,2.645720,[0.603652665489159 0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
0.12,0.09,0.0067,0.010056,1.443120,[0.566263513975424 0.819470179219892 0.873618713024832] 
0.12,0.09,0.0067,0.008974,2.044420,[0.819470179219892 1.25563466826633] 
0.12,0.09,0.0067,0.013573,1.623510,[0.566263513975424 0.819470179219892 0.873618713024832] 
0.12,0.09,0.0067,0.012674,1.322860,[0.819470179219892 0.873618713024832] 
0.12,0.09,0.0067,0.010782,2.705850,[0.999779678819408 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.956647108972187] 
0.12,0.09,0.0067,0.016740,2.886240,[0.766544096184901 0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
0.12,0.09,0.0067,0.022264,0.901950,0.819470179219892 
0.12,0.09,0.0067,0.012721,3.547670,[0.766544096184901 0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.956647108972187] 
0.12,0.09,0.0067,0.012871,1.382990,[0.566263513975424 0.819470179219892 0.873618713024832] 
0.12,0.09,0.0067,0.003743,3.487540,[] 
0.12,0.09,0.0067,0.000732,3.547670,[] 
0.12,0.09,0.0067,0.008698,3.607800,[1.34673789365443 0.819470179219892 1.25563466826633 1.36228018940257] 
0.12,0.09,0.0067,0.009517,2.405200,[1.34673789365443 0.819470179219892 1.25563466826633] 
0.12,0.09,0.0067,0.019592,1.322860,[0.819470179219892 0.873618713024832] 
0.12,0.09,0.0067,0.028680,2.044420,[1.14535494513116 0.819470179219892 0.873618713024832 0.787649035671888] 
0.12,0.09,0.0067,0.028043,3.126760,[0.32247940238359 0.603652665489159 1.14535494513116 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113 0.439907862862934] 
0.12,0.09,0.0067,0.013721,2.645720,[0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
0.12,0.09,0.0067,0.007205,1.503250,[] 
0.125,0.09,0.0067,0.022916,1.082340,[0.741825995159433 0.690658602703163] 
0.125,0.09,0.0067,0.022778,3.487540,[0.249291671002042 0.63453170631273 0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006 0.514656706895383] 
0.125,0.09,0.0067,0.022217,1.924160,[0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
0.125,0.09,0.0067,0.022307,2.826110,[0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006] 
0.125,0.09,0.0067,0.003177,2.645720,[] 
0.125,0.09,0.0067,0.020441,1.443120,[0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
0.125,0.09,0.0067,0.013893,2.044420,[0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372] 
0.125,0.09,0.0067,0.006361,1.623510,1.4462976914818 
0.125,0.09,0.0067,0.002954,1.322860,[] 
0.125,0.09,0.0067,0.024695,2.705850,[0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006] 
0.125,0.09,0.0067,0.005247,2.886240,[1.7494773222977 1.7522687651531] 
0.125,0.09,0.0067,0.004904,0.901950,[] 
0.125,0.09,0.0067,0.019966,3.547670,[0.249291671002042 0.63453170631273 0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006 0.514656706895383] 
0.125,0.09,0.0067,0.026813,1.382990,[0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
0.125,0.09,0.0067,0.015485,3.487540,[0.249291671002042 0.63453170631273 0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006 0.514656706895383] 
0.125,0.09,0.0067,0.021065,3.547670,[0.249291671002042 0.63453170631273 0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006 0.514656706895383] 
0.125,0.09,0.0067,0.004604,3.607800,[1.7494773222977 1.7522687651531] 
0.125,0.09,0.0067,0.028578,2.405200,[0.958400174026037 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372] 
0.125,0.09,0.0067,0.016211,1.322860,[0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
0.125,0.09,0.0067,0.020372,2.044420,[0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372] 
0.125,0.09,0.0067,0.001096,3.126760,[] 
0.125,0.09,0.0067,0.024249,2.645720,[0.297568357570294 0.660831816455743 0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552 0.786461186036372 0.435863836019006] 
0.125,0.09,0.0067,0.022433,1.503250,[0.492552003510603 0.741825995159433 0.690658602703163 0.498636874749552] 
0.15,0.09,0.0067,0.003604,1.082340,[] 
0.15,0.09,0.0067,0.015750,3.487540,[0.648778390194519 0.360657419889165 0.160133622670128 0.713695168429343 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.499371076285378 0.312871739362873 0.622610077258645 0.397621639731882] 
0.15,0.09,0.0067,0.009773,1.924160,[0.930247329196248 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.669378938545304] 
0.15,0.09,0.0067,0.016391,2.826110,[0.360657419889165 0.160133622670128 0.713695168429343 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.499371076285378 0.312871739362873 0.622610077258645] 
0.15,0.09,0.0067,0.011963,2.645720,[0.930247329196248 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.669378938545304] 
0.15,0.09,0.0067,0.012450,1.443120,[0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588] 
0.15,0.09,0.0067,0.005420,2.044420,[2.00419045015239 1.76580201019592] 
0.15,0.09,0.0067,0.007658,1.623510,[0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588] 
0.15,0.09,0.0067,0.000615,1.322860,[] 
0.15,0.09,0.0067,0.027698,2.705850,[0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
0.15,0.09,0.0067,0.019600,2.886240,[0.648778390194519 0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 0.522726123817588 0.499371076285378 0.312871739362873 0.622610077258645] 
0.15,0.09,0.0067,0.027962,0.901950,0.593599928853963 
0.15,0.09,0.0067,0.004901,3.547670,[] 
0.15,0.09,0.0067,0.027614,1.382990,[0.989502391867423 0.593599928853963] 
0.15,0.09,0.0067,0.023822,3.487540,[0.279322918541777 0.648778390194519 0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645 0.397621639731882] 
0.15,0.09,0.0067,0.017308,3.547670,[0.279322918541777 0.648778390194519 0.360657419889165 0.160133622670128 0.713695168429343 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.499371076285378 0.312871739362873 0.622610077258645 0.397621639731882] 
0.15,0.09,0.0067,0.013190,3.607800,[0.648778390194519 0.520791042559293 0.713695168429343 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.669378938545304 0.765473954361592 0.397621639731882] 
0.15,0.09,0.0067,0.007721,2.405200,[1.2247090769768 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 1.08484234950151] 
0.15,0.09,0.0067,0.022537,1.322860,[0.989502391867423 0.593599928853963] 
0.15,0.09,0.0067,0.006853,2.044420,[0.380241974776928 0.609260417090496 0.593599928853963 1.40529256031834] 
0.15,0.09,0.0067,0.001923,3.126760,[] 
0.15,0.09,0.0067,0.022995,2.645720,[0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
0.15,0.09,0.0067,0.020113,1.503250,[0.989502391867423 0.593599928853963 0.522726123817588] 
0.173,0.09,0.0067,0.021455,1.082340,[0.382261123442774 0.714847498034559 0.677738338090501] 
0.173,0.09,0.0067,0.019260,3.487540,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833 0.554110163266481] 
0.173,0.09,0.0067,0.012570,1.924160,[0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.891248925090243] 
0.173,0.09,0.0067,0.011720,2.826110,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.891248925090243 0.835798045181165] 
0.173,0.09,0.0067,0.024478,2.645720,[0.843330912179817 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833] 
0.173,0.09,0.0067,0.009520,1.443120,[0.382261123442774 0.714847498034559 0.677738338090501] 
0.173,0.09,0.0067,0.024428,2.044420,[0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283] 
0.173,0.09,0.0067,0.023663,1.623510,[0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171] 
0.173,0.09,0.0067,0.025557,1.322860,[0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112] 
0.173,0.09,0.0067,0.015161,2.705850,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.564745548766526 0.676165946173762] 
0.173,0.09,0.0067,0.019060,2.886240,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833] 
0.173,0.09,0.0067,0.028511,0.901950,[0.714847498034559 0.677738338090501] 
0.173,0.09,0.0067,0.013310,3.547670,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.891248925090243 0.835798045181165 0.554110163266481] 
0.173,0.09,0.0067,0.001799,1.382990,[] 
0.173,0.09,0.0067,0.025984,3.487540,[0.459572776567223 0.843330912179817 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833] 
0.173,0.09,0.0067,0.018921,3.547670,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833 0.554110163266481] 
0.173,0.09,0.0067,0.010643,3.607800,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 1.08142485526113 1.19973227827676] 
0.173,0.09,0.0067,0.029884,2.405200,[0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.908938994258291 0.371163603500283] 
0.173,0.09,0.0067,0.006718,1.322860,0.928806987197006 
0.173,0.09,0.0067,0.019554,2.044420,[0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283] 
0.173,0.09,0.0067,0.018130,3.126760,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833 0.554110163266481] 
0.173,0.09,0.0067,0.011604,2.645720,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.891248925090243 0.835798045181165] 
0.173,0.09,0.0067,0.004260,1.503250,[] 
0.2,0.09,0.0067,0.000754,1.082340,[] 
0.2,0.09,0.0067,0.012633,3.487540,[0.533465893696564 0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696 0.674205562964066] 
0.2,0.09,0.0067,0.005522,1.924160,[1.76067459355763 1.79712528426069] 
0.2,0.09,0.0067,0.021770,2.826110,[0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464] 
0.2,0.09,0.0067,0.011108,2.645720,[1.17390354663798 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696 0.674205562964066] 
0.2,0.09,0.0067,0.025240,1.443120,[1.26656699379986 1.09139204569625 0.361792635510483] 
0.2,0.09,0.0067,0.022020,2.044420,[0.719443093287941 0.57491041161802 0.691656582181839 1.09139204569625 0.361792635510483 0.530133006285696] 
0.2,0.09,0.0067,0.017123,1.623510,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483] 
0.2,0.09,0.0067,0.005302,1.322860,[] 
0.2,0.09,0.0067,0.028708,2.705850,[0.530964199514433 0.719443093287941 1.26656699379986 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464] 
0.2,0.09,0.0067,0.007954,2.886240,[1.76067459355763 0.702066869886628 1.28308980846966] 
0.2,0.09,0.0067,0.027722,0.901950,[] 
0.2,0.09,0.0067,0.006708,3.547670,[1.76067459355763 1.79712528426069] 
0.2,0.09,0.0067,0.011198,1.382990,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626] 
0.2,0.09,0.0067,0.002623,3.487540,[] 
0.2,0.09,0.0067,0.019188,3.547670,[0.533465893696564 0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696 0.481526634426464 0.394344687517824] 
0.2,0.09,0.0067,0.005414,3.607800,[1.76067459355763 1.79712528426069] 
0.2,0.09,0.0067,0.001349,2.405200,[] 
0.2,0.09,0.0067,0.021675,1.322860,[0.57491041161802 0.691656582181839 1.09139204569625] 
0.2,0.09,0.0067,0.010413,2.044420,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696] 
0.2,0.09,0.0067,0.019798,3.126760,[0.533465893696564 0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696 0.481526634426464 0.394344687517824] 
0.2,0.09,0.0067,0.011504,2.645720,[0.530964199514433 0.719443093287941 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.530133006285696 0.674205562964066] 
0.2,0.09,0.0067,0.018799,1.503250,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483] 
0.22,0.09,0.0067,0.000648,1.082340,[] 
0.22,0.09,0.0067,0.027315,3.487540,[0.46126050557272 0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082 0.346282208327442] 
0.22,0.09,0.0067,0.024014,1.924160,[0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704] 
0.22,0.09,0.0067,0.022371,2.826110,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082 0.346282208327442] 
0.22,0.09,0.0067,0.024388,2.645720,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082] 
0.22,0.09,0.0067,0.011496,1.443120,[0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485] 
0.22,0.09,0.0067,0.018512,2.044420,[0.612016719192392 0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485 0.327295237540704 0.468167385593872] 
0.22,0.09,0.0067,0.017258,1.623510,[0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485 0.327295237540704] 
0.22,0.09,0.0067,0.015895,1.322860,[0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485] 
0.22,0.09,0.0067,0.008247,2.705850,[1.79151880342391 0.687365785212223 0.595796094987953 1.02478389405465] 
0.22,0.09,0.0067,0.007454,2.886240,[1.79151880342391 0.687365785212223 1.20712681493808] 
0.22,0.09,0.0067,0.013541,0.901950,[0.789572448453422 0.687365785212223] 
0.22,0.09,0.0067,0.006827,3.547670,[1.79151880342391 1.77258911639293 1.31031423138105] 
0.22,0.09,0.0067,0.024117,1.382990,[0.488174117542128 0.789572448453422 1.11257832686771] 
0.22,0.09,0.0067,0.029561,3.487540,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082 0.346282208327442] 
0.22,0.09,0.0067,0.000899,3.547670,[] 
0.22,0.09,0.0067,0.016057,3.607800,[0.46126050557272 0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485 0.327295237540704 0.468167385593872 0.39226248248221 0.346282208327442 0.436317706962049] 
0.22,0.09,0.0067,0.002609,2.405200,3.03958617072442 
0.22,0.09,0.0067,0.024040,1.322860,[0.488174117542128 0.789572448453422 1.11257832686771] 
0.22,0.09,0.0067,0.029645,2.044420,[0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704] 
0.22,0.09,0.0067,0.002005,3.126760,[] 
0.22,0.09,0.0067,0.028151,2.645720,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082] 
0.22,0.09,0.0067,0.000543,1.503250,[] 
0.25,0.09,0.0067,0.020514,1.082340,[0.728387057958137 0.870958061352014] 
0.25,0.09,0.0067,0.023511,3.487540,[0.327632129832085 0.640104805847232 0.37896695820717 0.470872694920975 1.17011406371776 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303 0.552232427223174] 
0.25,0.09,0.0067,0.016022,1.924160,[0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927] 
0.25,0.09,0.0067,0.026556,2.826110,[0.640104805847232 0.37896695820717 0.470872694920975 1.17011406371776 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
0.25,0.09,0.0067,0.026964,2.645720,[0.37896695820717 0.470872694920975 1.17011406371776 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
0.25,0.09,0.0067,0.018773,1.443120,[0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991] 
0.25,0.09,0.0067,0.004134,2.044420,[1.78380313577783 1.80534267412251] 
0.25,0.09,0.0067,0.006531,1.623510,1.42981518906472 
0.25,0.09,0.0067,0.005461,1.322860,[] 
0.25,0.09,0.0067,0.001253,2.705850,[] 
0.25,0.09,0.0067,0.003206,2.886240,[1.78380313577783 1.80534267412251] 
0.25,0.09,0.0067,0.018483,0.901950,[0.728387057958137 0.870958061352014] 
0.25,0.09,0.0067,0.028172,3.547670,[0.327632129832085 0.640104805847232 0.37896695820717 0.470872694920975 1.17011406371776 0.870958061352014 0.915965058202261 0.561910592517303 0.552232427223174] 
0.25,0.09,0.0067,0.010626,1.382990,[0.728387057958137 1.0332245993351] 
0.25,0.09,0.0067,0.012309,3.487540,[0.327632129832085 0.865427537068157 0.624516921907221 0.44172700575962 0.728387057958137 1.0332245993351 0.753698520219179 0.561910592517303 0.552232427223174] 
0.25,0.09,0.0067,0.029507,3.547670,[0.327632129832085 0.640104805847232 0.37896695820717 0.470872694920975 1.17011406371776 0.870958061352014 0.915965058202261 0.561910592517303 0.552232427223174] 
0.25,0.09,0.0067,0.028343,3.607800,[0.327632129832085 0.640104805847232 0.37896695820717 0.470872694920975 1.17011406371776 0.870958061352014 0.915965058202261 0.561910592517303 0.552232427223174] 
0.25,0.09,0.0067,0.020282,2.405200,[0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
0.25,0.09,0.0067,0.029622,1.322860,[1.17011406371776 0.870958061352014] 
0.25,0.09,0.0067,0.022983,2.044420,[0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927] 
0.25,0.09,0.0067,0.010091,3.126760,[1.16833662342593 0.864065234807281 0.728387057958137 1.0332245993351 0.753698520219179 0.561910592517303 0.552232427223174] 
0.25,0.09,0.0067,0.019850,2.645720,[0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
0.25,0.09,0.0067,0.007317,1.503250,1.42981518906472 
0.3,0.09,0.0067,0.008864,1.082340,0.696852708721516 
0.3,0.09,0.0067,0.020404,3.487540,[0.507530910841143 0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561 0.543914108324288] 
0.3,0.09,0.0067,0.015833,1.924160,[0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245] 
0.3,0.09,0.0067,0.012346,2.826110,[0.878645383665945 1.55703610616052 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
0.3,0.09,0.0067,0.018076,2.645720,[0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
0.3,0.09,0.0067,0.022510,1.443120,[1.39289473184167 0.847216916785225 0.49152164534245] 
0.3,0.09,0.0067,0.017500,2.044420,[0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536] 
0.3,0.09,0.0067,0.016547,1.623510,[1.39289473184167 0.847216916785225 0.49152164534245] 
0.3,0.09,0.0067,0.017499,1.322860,0.847216916785225 
0.3,0.09,0.0067,0.015347,2.705850,[0.552025699276992 0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536 0.473627301863561] 
0.3,0.09,0.0067,0.002477,2.886240,[] 
0.3,0.09,0.0067,0.021574,0.901950,0.847216916785225 
0.3,0.09,0.0067,0.029866,3.547670,[0.507530910841143 1.04278675798479 1.39289473184167 1.33873856212768 0.669939990497536 0.473627301863561 0.543914108324288] 
0.3,0.09,0.0067,0.010628,1.382990,[0.696852708721516 0.847216916785225 0.49152164534245] 
0.3,0.09,0.0067,0.029117,3.487540,[0.507530910841143 1.04278675798479 1.39289473184167 1.33873856212768 0.669939990497536 0.473627301863561 0.543914108324288] 
0.3,0.09,0.0067,0.010385,3.547670,[0.507530910841143 0.878645383665945 0.860183397439002 0.696852708721516 0.847216916785225 0.49152164534245 0.950693528969206 0.736787871716179] 
0.3,0.09,0.0067,0.026575,3.607800,[0.507530910841143 0.552025699276992 0.490761058707796 1.39289473184167 1.33873856212768 0.669939990497536 0.473627301863561 0.543914108324288] 
0.3,0.09,0.0067,0.013629,2.405200,[0.490761058707796 1.39289473184167 0.847216916785225 0.49152164534245 0.669939990497536] 
0.3,0.09,0.0067,0.012390,1.322860,0.847216916785225 
0.3,0.09,0.0067,0.006525,2.044420,[1.30348844387652 0.696852708721516 1.82031351613582] 
0.3,0.09,0.0067,0.003764,3.126760,1.82031351613582 
0.3,0.09,0.0067,0.009258,2.645720,[1.30348844387652 0.696852708721516 1.17860157509963 1.11083051599725] 
0.3,0.09,0.0067,0.021758,1.503250,[1.39289473184167 0.847216916785225 0.49152164534245] 
0.35,0.09,0.0067,0.023486,1.082340,1.01879145659977 
0.35,0.09,0.0067,0.020811,3.487540,[0.491486963940695 0.494721764467289 0.644045831950006 0.471084325663648 0.842395930103093 1.01879145659977 0.619012331895692 0.966100033478148 0.43923052214747] 
0.35,0.09,0.0067,0.000293,1.924160,[] 
0.35,0.09,0.0067,0.025291,2.826110,[0.494721764467289 0.644045831950006 1.31348025576674 1.01879145659977 0.619012331895692 0.966100033478148] 
0.35,0.09,0.0067,0.027664,2.645720,[0.494721764467289 0.644045831950006 1.31348025576674 1.01879145659977 0.619012331895692 0.966100033478148] 
0.35,0.09,0.0067,0.023122,1.443120,[1.31348025576674 1.01879145659977] 
0.35,0.09,0.0067,0.001279,2.044420,[] 
0.35,0.09,0.0067,0.011340,1.623510,[0.471084325663648 0.842395930103093 1.01879145659977 0.145112085818543] 
0.35,0.09,0.0067,0.021121,1.322860,[0.471084325663648 0.842395930103093 1.01879145659977] 
0.35,0.09,0.0067,0.021875,2.705850,[0.494721764467289 0.644045831950006 0.471084325663648 0.842395930103093 1.01879145659977 0.619012331895692 0.966100033478148] 
0.35,0.09,0.0067,0.006725,2.886240,[0.494721764467289 0.797622915420127 1.15990317229662 1.83713687072724] 
0.35,0.09,0.0067,0.008066,0.901950,[] 
