seed,cpc,cohesin,e,time,arm_length,distances
1234,0.1,0.08,0.0075,0.024500,2.645720,[2.68673609924026 0.743704910598915] 
1234,0.1,0.08,0.0075,0.011334,1.503250,[0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.019942,2.465330,0.743704910598915 
1234,0.1,0.08,0.0075,0.028040,2.104550,0.743704910598915 
1234,0.1,0.08,0.0075,0.012778,1.082340,0.743704910598915 
1234,0.1,0.08,0.0075,0.018130,2.886240,[2.68673609924026 0.743704910598915] 
1234,0.1,0.08,0.0075,0.029047,2.345070,0.743704910598915 
1234,0.1,0.08,0.0075,0.010924,2.585590,[0.498645151211861 0.829663240878882 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.019904,2.164680,0.743704910598915 
1234,0.1,0.08,0.0075,0.009427,0.962080,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.026529,2.345070,0.743704910598915 
1234,0.1,0.08,0.0075,0.008852,3.066630,[0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.008846,3.066630,[0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.027165,2.164680,0.743704910598915 
1234,0.1,0.08,0.0075,0.014760,1.082340,0.743704910598915 
1234,0.1,0.08,0.0075,0.006203,2.345070,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.000772,2.525460,[] 
1234,0.1,0.08,0.0075,0.005096,2.104550,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.009052,3.607800,[0.503998085743237 0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.028784,2.525460,0.743704910598915 
1234,0.1,0.08,0.0075,0.023460,1.563380,0.743704910598915 
1234,0.1,0.08,0.0075,0.020154,2.104550,0.743704910598915 
1234,0.1,0.08,0.0075,0.025166,2.284940,0.743704910598915 
1234,0.1,0.08,0.0075,0.012596,2.946370,[1.32830839209074 1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.021063,2.345070,0.743704910598915 
1234,0.1,0.08,0.0075,0.014404,1.864030,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.024557,1.382990,0.743704910598915 
1234,0.1,0.08,0.0075,0.013089,2.765980,[1.32830839209074 1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.025734,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.000266,3.667930,[] 
1234,0.1,0.08,0.0075,0.029803,2.585590,[2.68673609924026 0.743704910598915] 
1234,0.1,0.08,0.0075,0.008234,0.901950,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.001003,1.563380,[] 
1234,0.1,0.08,0.0075,0.004550,1.382990,[0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915] 
1234,0.1,0.08,0.0075,0.014346,2.104550,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.026588,1.924160,0.743704910598915 
1234,0.1,0.08,0.0075,0.008478,1.382990,[0.466807181804284 0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.023454,1.503250,0.743704910598915 
1234,0.1,0.08,0.0075,0.029941,1.623510,0.743704910598915 
1234,0.1,0.08,0.0075,0.021872,2.044420,0.743704910598915 
1234,0.1,0.08,0.0075,0.029976,1.563380,0.743704910598915 
1234,0.1,0.08,0.0075,0.002448,1.082340,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.025505,2.284940,0.743704910598915 
1234,0.1,0.08,0.0075,0.020529,1.382990,0.743704910598915 
1234,0.1,0.08,0.0075,0.028648,1.563380,0.743704910598915 
1234,0.1,0.08,0.0075,0.029453,2.044420,0.743704910598915 
1234,0.1,0.08,0.0075,0.015987,1.563380,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.027084,2.465330,0.743704910598915 
1234,0.1,0.08,0.0075,0.014249,1.142470,0.743704910598915 
1234,0.1,0.08,0.0075,0.026595,1.022210,0.743704910598915 
1234,0.1,0.08,0.0075,0.000713,1.803900,[] 
1234,0.1,0.08,0.0075,0.003847,1.202600,[0.377320645797628 0.514299879547605 0.743704910598915] 
1234,0.1,0.08,0.0075,0.022136,1.984290,0.743704910598915 
1234,0.1,0.08,0.0075,0.011685,1.382990,[0.466807181804284 0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.011763,1.743770,[0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.017986,2.224810,0.743704910598915 
1234,0.1,0.08,0.0075,0.029890,2.104550,0.743704910598915 
1234,0.1,0.08,0.0075,0.011583,2.164680,[0.829663240878882 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.001695,1.022210,[0.377320645797628 1.13955527231218] 
1234,0.1,0.08,0.0075,0.020602,2.525460,0.743704910598915 
1234,0.1,0.08,0.0075,0.015547,0.781690,[] 
1234,0.1,0.08,0.0075,0.002272,1.262730,[0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915] 
1234,0.1,0.08,0.0075,0.012135,1.864030,[1.35842770714952 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.012851,1.984290,[1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.019693,2.224810,0.743704910598915 
1234,0.1,0.08,0.0075,0.006523,2.164680,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.002422,1.803900,[0.445167200877746 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.013966,1.623510,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.021761,2.525460,0.743704910598915 
1234,0.1,0.08,0.0075,0.018335,2.164680,0.743704910598915 
1234,0.1,0.08,0.0075,0.026892,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.007547,2.224810,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.006570,2.164680,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.007039,2.465330,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.024185,1.022210,0.743704910598915 
1234,0.1,0.08,0.0075,0.020969,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.026225,1.984290,0.743704910598915 
1234,0.1,0.08,0.0075,0.021223,1.984290,0.743704910598915 
1234,0.1,0.08,0.0075,0.019733,1.443120,0.743704910598915 
1234,0.1,0.08,0.0075,0.013120,2.044420,[1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.016797,0.962080,0.743704910598915 
1234,0.1,0.08,0.0075,0.029555,1.864030,0.743704910598915 
1234,0.1,0.08,0.0075,0.028569,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.010051,1.803900,[0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.004639,2.164680,[0.384496040001136 0.445167200877746 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.012444,2.645720,[1.32830839209074 1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.016544,2.044420,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.000887,2.645720,[] 
1234,0.1,0.08,0.0075,0.025856,2.044420,0.743704910598915 
1234,0.1,0.08,0.0075,0.026682,1.503250,0.743704910598915 
1234,0.1,0.08,0.0075,0.014832,2.525460,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.006242,2.525460,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.021523,1.563380,0.743704910598915 
1234,0.1,0.08,0.0075,0.020869,2.465330,0.743704910598915 
1234,0.1,0.08,0.0075,0.013741,4.209100,[0.503998085743237 2.68673609924026 0.743704910598915 0.578157363977381 0.519072974792717 1.08023672351652] 
1234,0.1,0.08,0.0075,0.005087,1.322860,[0.466807181804284 0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.023689,3.667930,[2.68673609924026 0.743704910598915 2.17746706228662] 
1234,0.1,0.08,0.0075,0.026494,2.465330,0.743704910598915 
1234,0.1,0.08,0.0075,0.004250,3.066630,[0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.028018,0.781690,[] 
1234,0.1,0.08,0.0075,0.000008,1.743770,[] 
1234,0.1,0.08,0.0075,0.013081,2.705850,[1.32830839209074 1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.000333,3.848320,[] 
1234,0.1,0.08,0.0075,0.006990,1.202600,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.021074,2.645720,[2.68673609924026 0.743704910598915] 
1234,0.1,0.08,0.0075,0.020691,3.487540,[2.68673609924026 0.743704910598915 2.17746706228662] 
1234,0.1,0.08,0.0075,0.007901,3.547670,[0.503998085743237 0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.009732,3.006500,[0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.002779,3.006500,[0.498645151211861 0.384496040001136 0.300553675954404 0.144613524923342 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381 0.829306452922995] 
1234,0.1,0.08,0.0075,0.001239,2.886240,[0.466807181804284 0.377320645797628] 
1234,0.1,0.08,0.0075,0.022626,0.841820,[] 
1234,0.1,0.08,0.0075,0.009680,2.946370,[0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.015549,1.262730,0.743704910598915 
1234,0.1,0.08,0.0075,0.028362,2.405200,0.743704910598915 
1234,0.1,0.08,0.0075,0.019931,0.721560,[] 
1234,0.1,0.08,0.0075,0.014095,1.984290,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.019345,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.019829,1.563380,0.743704910598915 
1234,0.1,0.08,0.0075,0.006854,1.743770,[0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.023975,0.841820,[] 
1234,0.1,0.08,0.0075,0.014975,1.503250,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.012926,1.803900,[1.35842770714952 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.021115,1.262730,0.743704910598915 
1234,0.1,0.08,0.0075,0.016536,4.148970,[2.68673609924026 0.743704910598915 0.578157363977381 1.59930969830924] 
1234,0.1,0.08,0.0075,0.007593,1.743770,[0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.002238,2.345070,[0.445167200877746 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.017540,1.322860,0.743704910598915 
1234,0.1,0.08,0.0075,0.020074,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.017506,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.015889,2.345070,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.014069,1.503250,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.009639,2.284940,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.012828,1.262730,[1.35842770714952 0.743704910598915] 
1234,0.1,0.08,0.0075,0.022766,1.142470,0.743704910598915 
1234,0.1,0.08,0.0075,0.029659,1.924160,0.743704910598915 
1234,0.1,0.08,0.0075,0.007887,2.465330,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.023572,1.022210,0.743704910598915 
1234,0.1,0.08,0.0075,0.004005,2.104550,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.001057,1.202600,[] 
1234,0.1,0.08,0.0075,0.013507,1.623510,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.016751,2.284940,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.006868,2.405200,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.004306,1.984290,[0.445167200877746 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.020143,1.443120,0.743704910598915 
1234,0.1,0.08,0.0075,0.010532,1.743770,[0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.015184,1.142470,0.743704910598915 
1234,0.1,0.08,0.0075,0.020663,1.563380,0.743704910598915 
1234,0.1,0.08,0.0075,0.017706,1.262730,0.743704910598915 
1234,0.1,0.08,0.0075,0.015053,1.743770,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.023090,1.924160,0.743704910598915 
1234,0.1,0.08,0.0075,0.020377,1.382990,0.743704910598915 
1234,0.1,0.08,0.0075,0.009500,1.202600,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.024744,2.164680,0.743704910598915 
1234,0.1,0.08,0.0075,0.019649,1.322860,0.743704910598915 
1234,0.1,0.08,0.0075,0.017455,2.044420,0.743704910598915 
1234,0.1,0.08,0.0075,0.000566,2.405200,[] 
1234,0.1,0.08,0.0075,0.024883,1.142470,0.743704910598915 
1234,0.1,0.08,0.0075,0.003389,1.864030,[0.300553675954404 0.144613524923342 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.024983,2.224810,0.743704910598915 
1234,0.1,0.08,0.0075,0.010031,1.623510,[0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.012764,1.803900,[1.35842770714952 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.023593,2.645720,[2.68673609924026 0.743704910598915] 
1234,0.1,0.08,0.0075,0.004207,1.443120,[0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.018071,1.623510,0.743704910598915 
1234,0.1,0.08,0.0075,0.027655,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.018912,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.001419,1.082340,[0.377320645797628 1.13955527231218] 
1234,0.1,0.08,0.0075,0.020749,2.164680,0.743704910598915 
1234,0.1,0.08,0.0075,0.007639,2.405200,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.020526,1.803900,0.743704910598915 
1234,0.1,0.08,0.0075,0.010789,1.563380,[0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.016096,1.683640,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.006598,2.345070,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.026897,2.164680,0.743704910598915 
1234,0.1,0.08,0.0075,0.011095,2.645720,[0.498645151211861 0.829663240878882 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.002341,2.104550,[0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.000919,1.623510,[] 
1234,0.1,0.08,0.0075,0.018617,1.623510,0.743704910598915 
1234,0.1,0.08,0.0075,0.027824,1.443120,0.743704910598915 
1234,0.1,0.08,0.0075,0.029736,1.743770,0.743704910598915 
1234,0.1,0.08,0.0075,0.022127,0.962080,0.743704910598915 
1234,0.1,0.08,0.0075,0.008578,3.186890,[0.503998085743237 0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.003691,1.503250,[0.144613524923342 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.015262,1.022210,0.743704910598915 
1234,0.1,0.08,0.0075,0.011504,0.962080,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.029050,1.443120,0.743704910598915 
1234,0.1,0.08,0.0075,0.008662,1.082340,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.017581,0.962080,0.743704910598915 
1234,0.1,0.08,0.0075,0.016959,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.018279,1.022210,0.743704910598915 
1234,0.1,0.08,0.0075,0.016646,0.962080,0.743704910598915 
1234,0.1,0.08,0.0075,0.008304,2.044420,[0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.004506,1.382990,[0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915] 
1234,0.1,0.08,0.0075,0.021750,1.262730,0.743704910598915 
1234,0.1,0.08,0.0075,0.001176,1.924160,0.377320645797628 
1234,0.1,0.08,0.0075,0.023784,0.601300,[] 
1234,0.1,0.08,0.0075,0.012057,1.683640,[1.35842770714952 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.024623,0.901950,0.743704910598915 
1234,0.1,0.08,0.0075,0.028806,1.864030,0.743704910598915 
1234,0.1,0.08,0.0075,0.012532,0.962080,0.743704910598915 
1234,0.1,0.08,0.0075,0.001598,2.224810,[0.445167200877746 0.466807181804284 0.377320645797628] 
1234,0.1,0.08,0.0075,0.023344,1.803900,0.743704910598915 
1234,0.1,0.08,0.0075,0.018687,1.864030,0.743704910598915 
1234,0.1,0.08,0.0075,0.015089,0.962080,0.743704910598915 
1234,0.1,0.08,0.0075,0.016835,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.009169,0.901950,[0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.022154,1.924160,0.743704910598915 
1234,0.1,0.08,0.0075,0.009982,1.984290,[0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.026192,1.924160,0.743704910598915 
1234,0.1,0.08,0.0075,0.009892,1.382990,[0.466807181804284 0.891620525345233 0.743704910598915] 
1234,0.1,0.08,0.0075,0.023599,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.023859,1.262730,0.743704910598915 
1234,0.1,0.08,0.0075,0.001489,1.322860,0.466807181804284 
1234,0.1,0.08,0.0075,0.011931,2.465330,[0.829663240878882 1.35842770714952 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804] 
1234,0.1,0.08,0.0075,0.028609,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.012282,1.202600,0.743704910598915 
1234,0.1,0.08,0.0075,0.009796,2.765980,[0.498645151211861 0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266] 
1234,0.1,0.08,0.0075,0.018860,3.848320,[2.68673609924026 0.743704910598915 2.17746706228662] 
1234,0.1,0.08,0.0075,0.025427,1.503250,0.743704910598915 
1234,0.1,0.08,0.0075,0.023360,2.525460,0.743704910598915 
1234,0.1,0.08,0.0075,0.015953,1.322860,0.743704910598915 
1234,0.1,0.08,0.0075,0.021976,1.683640,0.743704910598915 
1234,0.1,0.08,0.0075,0.021916,3.066630,[2.68673609924026 0.743704910598915 2.17746706228662] 
1234,0.1,0.08,0.0075,0.013177,1.503250,[1.35842770714952 0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.025194,2.826110,[2.68673609924026 0.743704910598915] 
1234,0.1,0.08,0.0075,0.014650,1.984290,[0.743704910598915 0.578157363977381] 
1234,0.1,0.08,0.0075,0.028087,2.104550,0.743704910598915 
1234,0.1,0.08,0.0075,0.023631,2.044420,0.743704910598915 
1234,0.1,0.08,0.0075,0.003940,1.984290,[0.300553675954404 0.144613524923342 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.007042,2.104550,[0.384496040001136 0.445167200877746 0.466807181804284 0.891620525345233 0.743704910598915 0.578157363977381 0.519072974792717] 
1234,0.1,0.08,0.0075,0.003783,3.066630,[0.498645151211861 0.384496040001136 0.300553675954404 0.144613524923342 0.466807181804284 0.377320645797628 0.514299879547605 0.743704910598915 0.578157363977381 0.519072974792717 0.303652870814804 0.334987091353266 0.441596761348452] 
1234,0.1,0.08,0.0075,0.015817,3.066630,[2.68673609924026 0.743704910598915 0.578157363977381 1.59930969830924] 
1234,0.1,0.08,0.0075,0.001678,3.848320,[0.705877956779012 0.681261320177222 0.300553675954404 0.144613524923342 0.466807181804284 0.377320645797628 1.13955527231218 1.52591333473471 0.770003245386244] 
1234,0.125,0.08,0.0075,0.014056,1.082340,0.774244694579041 
1234,0.125,0.08,0.0075,0.029478,3.487540,[2.63238675721586 0.774244694579041 2.20127662033071] 
1234,0.125,0.08,0.0075,0.020464,1.924160,0.774244694579041 
1234,0.125,0.08,0.0075,0.026123,2.826110,[2.63238675721586 0.774244694579041] 
1234,0.125,0.08,0.0075,0.014883,2.645720,[2.63238675721586 0.774244694579041 0.601966815155939] 
1234,0.125,0.08,0.0075,0.008627,1.443120,[0.466823106231721 0.837255537018374 0.774244694579041 0.601966815155939] 
1234,0.125,0.08,0.0075,0.005489,2.044420,[0.445166922515307 0.466823106231721 0.837255537018374 0.774244694579041 0.601966815155939 0.51907308205382] 
1234,0.125,0.08,0.0075,0.028825,1.623510,0.774244694579041 
1234,0.125,0.08,0.0075,0.022678,1.322860,0.774244694579041 
1234,0.125,0.08,0.0075,0.028497,2.705850,[2.63238675721586 0.774244694579041] 
1234,0.125,0.08,0.0075,0.020128,2.886240,[2.63238675721586 0.774244694579041] 
1234,0.125,0.08,0.0075,0.005577,0.901950,[0.837255537018374 0.774244694579041] 
1234,0.125,0.08,0.0075,0.008690,3.547670,[0.503998085741362 0.498645151200634 0.384496040249828 0.445166922515307 0.466823106231721 0.837255537018374 0.774244694579041 0.601966815155939 0.51907308205382 0.303652870450629 0.334987091328753 0.44159676134157] 
1234,0.125,0.08,0.0075,0.001744,1.382990,0.466823106231721 
1234,0.125,0.08,0.0075,0.001320,3.487540,[1.83230619970713 0.466823106231721 3.81277685192813] 
