rand_ID,cpc,cohesin,e,time,chr_length,distances
43,0.12,0.09,0.0089,0.026721,2.465330,[] 
14,0.15,0.09,0.0089,0.028778,2.705850,2.54311197188264 
14,0.15,0.09,0.0089,0.016415,1.262730,[1.20809944983666 1.15756150332201] 
14,0.15,0.09,0.0089,0.004158,4.389490,[0.750677928106921 0.870295315341128 0.6472480452934 0.560851404543264 0.636022861586689 0.521538641735326 0.34520916600447 0.572272325102469 0.468068977453691 0.419165807758485] 
14,0.15,0.09,0.0089,0.004477,1.623510,[0.403429972141728 0.6472480452934 0.560851404543264 0.636022861586689 0.521538641735326 0.34520916600447] 
14,0.15,0.09,0.0089,0.007722,2.465330,[0.870295315341128 0.6472480452934 0.560851404543264 0.636022861586689 0.521538641735326 0.34520916600447 0.572272325102469] 
24,0.15,0.09,0.0089,0.025221,2.705850,2.47574393752661 
24,0.15,0.09,0.0089,0.007628,1.262730,[0.46715804857602 0.673091020850456 0.617301301292981 0.47798479479543] 
24,0.15,0.09,0.0089,0.024426,4.389490,2.47574393752661 
24,0.15,0.09,0.0089,0.007304,1.623510,[0.338008293891515 0.46715804857602 0.673091020850456 0.617301301292981 0.47798479479543] 
24,0.15,0.09,0.0089,0.027872,2.465330,[] 
34,0.15,0.09,0.0089,0.010500,2.705850,[0.588608870558772 0.44746911200869 0.528401554239585 0.662860032255779 0.667612988618476 0.855755438450098 0.632582730960053] 
34,0.15,0.09,0.0089,0.005898,1.262730,[0.528401554239585 0.662860032255779 0.667612988618476] 
34,0.15,0.09,0.0089,0.007532,4.389490,[0.585471737002841 0.588608870558772 0.44746911200869 0.528401554239585 0.662860032255779 0.667612988618476 0.855755438450098 0.483946573104968 0.148636157855086 0.82520176733383] 
34,0.15,0.09,0.0089,0.018478,1.623510,[] 
34,0.15,0.09,0.0089,0.014195,2.465330,[0.588608870558772 0.975870666248275 0.662860032255779 0.667612988618476 0.855755438450098 0.632582730960053] 
4,0.15,0.09,0.0089,0.010548,2.705850,[0.764647293008484 0.479537209968446 0.975578393858524 1.53445119729699 0.393352760242256 0.658792784203568] 
4,0.15,0.09,0.0089,0.024924,1.262730,[] 
4,0.15,0.09,0.0089,0.017555,4.389490,[2.21976289683545 1.92780395753925 0.658792784203568] 
4,0.15,0.09,0.0089,0.016489,1.623510,[] 
4,0.15,0.09,0.0089,0.027510,2.465330,[] 
44,0.15,0.09,0.0089,0.008574,2.705850,[0.374781416069252 0.894926427145689 0.779645286644477 0.643184195186705 1.05499895398264 0.809515466144545 0.431154121915029] 
44,0.15,0.09,0.0089,0.022714,1.262730,[] 
44,0.15,0.09,0.0089,0.022609,4.389490,[0.709316467283494 2.31775590897687 3.04583711968707] 
44,0.15,0.09,0.0089,0.011411,1.623510,[0.779645286644477 0.643184195186705 1.05499895398264] 
44,0.15,0.09,0.0089,0.017030,2.465330,[0.894926427145689 1.42282948183118 1.05499895398264 0.809515466144545 0.431154121915029] 
15,0.173,0.09,0.0089,0.002275,2.705850,[0.343224994112521 0.804033445160753 0.336155184922958 0.506220503289352 0.153901713939339 0.467881095293472 0.696694822223401 1.15525651316924] 
15,0.173,0.09,0.0089,0.001617,1.262730,[] 
15,0.173,0.09,0.0089,0.015921,4.389490,[0.592584186367106 0.890829437829126 1.12800331252216 1.74106763001004 0.480119305563893] 
15,0.173,0.09,0.0089,0.023370,1.623510,[] 
15,0.173,0.09,0.0089,0.028014,2.465330,[] 
25,0.173,0.09,0.0089,0.003897,2.705850,[0.529100872167669 0.327652473408401 0.49135334595156 0.554149285760587 0.25894334966237 0.534383009669211 0.668457278731353 0.588091541274616 0.421209351067257 0.310349555580339 0.442083823210894] 
25,0.173,0.09,0.0089,0.017064,1.262730,[] 
25,0.173,0.09,0.0089,0.014079,4.389490,[0.819005819359961 1.34747564509217 0.668457278731353 1.31965044792221 1.12705798397785] 
25,0.173,0.09,0.0089,0.000356,1.623510,[] 
25,0.173,0.09,0.0089,0.010110,2.465330,[0.819005819359961 0.554149285760587 0.793326359331581 0.668457278731353 1.31965044792221] 
35,0.173,0.09,0.0089,0.004865,2.705850,[0.512578781880771 0.309514960978963 0.549403327932713 0.395398602508106 0.551049253755335 0.708184427244791 0.599526292570177 0.673310255148611 0.65011351399396] 
35,0.173,0.09,0.0089,0.023827,1.262730,[] 
35,0.173,0.09,0.0089,0.009335,4.389490,[0.607089882550648 0.512578781880771 0.858918288911676 0.946447856263441 0.708184427244791 0.599526292570177 0.673310255148611 0.959230287636923] 
35,0.173,0.09,0.0089,0.015852,1.623510,[0.946447856263441 1.30771071981497] 
35,0.173,0.09,0.0089,0.004968,2.465330,[0.512578781880771 0.309514960978963 0.549403327932713 0.395398602508106 0.551049253755335 0.708184427244791 0.599526292570177 0.673310255148611] 
45,0.173,0.09,0.0089,0.018059,2.705850,[0.869193551244586 1.46308493709578 0.84402607800731] 
45,0.173,0.09,0.0089,0.007889,1.262730,[1.11831041399877 0.84402607800731] 
45,0.173,0.09,0.0089,0.019620,4.389490,[0.869193551244586 1.46308493709578 0.84402607800731] 
45,0.173,0.09,0.0089,0.020673,1.623510,[1.46308493709578 0.84402607800731] 
45,0.173,0.09,0.0089,0.022440,2.465330,[1.46308493709578 0.84402607800731] 
5,0.173,0.09,0.0089,0.013516,2.705850,[1.66258505852193 0.636764654246549 1.04851324951872 0.807057594751476] 
5,0.173,0.09,0.0089,0.002513,1.262730,[0.430043257323444 0.66934306793428 0.636764654246549 0.378846677983102] 
5,0.173,0.09,0.0089,0.006868,4.389490,[0.411436779288556 0.385902604778738 0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.720061331047649 0.328451918471075 0.423272681034925 0.383784913716551 0.479922076405126] 
5,0.173,0.09,0.0089,0.027396,1.623510,[] 
5,0.173,0.09,0.0089,0.004570,2.465330,[0.520835255178758 0.563198733264201 0.430043257323444 0.66934306793428 0.636764654246549 0.720061331047649 0.328451918471075 0.423272681034925] 
12,0.1,0.09,0.0089,0.024774,2.705850,[1.01932643106616 0.815865135098305] 
12,0.1,0.09,0.0089,0.016148,1.262730,[0.640424085650262 0.616005136550556 1.01932643106616] 
12,0.1,0.09,0.0089,0.029881,4.389490,[] 
12,0.1,0.09,0.0089,0.002344,1.623510,0.616005136550556 
12,0.1,0.09,0.0089,0.013277,2.465330,[0.56521247776401 0.640424085650262 0.616005136550556 1.01932643106616 0.815865135098305] 
2,0.1,0.09,0.0089,0.003198,2.705850,[0.602367472101421 0.492141115799838 0.617522233730722 0.953412895291648 0.840130797913756 0.449878493881107 0.534061648241139 0.426934336549747 0.387479924003674] 
2,0.1,0.09,0.0089,0.028854,1.262730,[] 
2,0.1,0.09,0.0089,0.000139,4.389490,[] 
2,0.1,0.09,0.0089,0.023244,1.623510,[] 
2,0.1,0.09,0.0089,0.024513,2.465330,2.06307624482221 
22,0.1,0.09,0.0089,0.026060,2.705850,1.79909958492885 
22,0.1,0.09,0.0089,0.002533,1.262730,[0.452977924302741 0.452902995661653 0.426640841420942] 
22,0.1,0.09,0.0089,0.011992,4.389490,[0.443172257386307 0.579928286815572 0.893218664964456 0.905880919964394 0.918815384874803 0.52887803805212 0.485914531592118 0.964485151200736] 
22,0.1,0.09,0.0089,0.007794,1.623510,[0.533902014215579 0.905880919964394 0.918815384874803 0.52887803805212] 
22,0.1,0.09,0.0089,0.023996,2.465330,1.79909958492885 
32,0.1,0.09,0.0089,0.012943,2.705850,[0.642071415950004 0.731479481929717 0.835273122109194 1.55235099745855 0.801993608520427] 
32,0.1,0.09,0.0089,0.027318,1.262730,[] 
32,0.1,0.09,0.0089,0.005453,4.389490,[0.332263550429948 0.444337186387952 0.642071415950004 0.731479481929717 0.835273122109194 0.456783637377264 0.362195114698643 0.286462459052323 0.446909786330325 0.458141098048053 0.343852510472374 0.532530696531136 0.207517150174677] 
32,0.1,0.09,0.0089,0.007912,1.623510,[0.731479481929717 0.835273122109194 0.818978752075906 0.286462459052323 0.446909786330325] 
32,0.1,0.09,0.0089,0.004364,2.465330,[0.642071415950004 0.14171684559712 0.589762636332597 0.415263192376436 0.420009929732758 0.456783637377264 0.362195114698643 0.286462459052323 0.446909786330325 0.458141098048053 0.343852510472374] 
42,0.1,0.09,0.0089,0.004082,2.705850,[0.544272077100298 0.476122930371736 0.627345942719598 0.748247759150077 0.52332617788435 0.409728574474743 0.827363799104534 0.56653566388205] 
42,0.1,0.09,0.0089,0.026077,1.262730,[] 
42,0.1,0.09,0.0089,0.017389,4.389490,[1.85171663224141 1.76041855146363 0.56653566388205] 
42,0.1,0.09,0.0089,0.016493,1.623510,[0.748247759150077 0.52332617788435] 
42,0.1,0.09,0.0089,0.004347,2.465330,[0.544272077100298 0.476122930371736 0.381772544267565 0.245573398452033 0.748247759150077 0.52332617788435 0.409728574474743 0.263929039031493 0.563434760073041 0.56653566388205] 
16,0.22,0.09,0.0089,0.025591,2.705850,1.17303157549879 
16,0.22,0.09,0.0089,0.018660,1.262730,[1.08222977965797 1.17303157549879] 
16,0.22,0.09,0.0089,0.010527,4.389490,[0.422264818890243 0.61114180268328 0.884165928500796 1.08222977965797 1.17303157549879 0.621707532050186 0.739090678392108 0.431249089460373] 
16,0.22,0.09,0.0089,0.015395,1.623510,[1.08222977965797 1.17303157549879] 
16,0.22,0.09,0.0089,0.012051,2.465330,[0.884165928500796 1.08222977965797 1.17303157549879 0.621707532050186] 
26,0.22,0.09,0.0089,0.002278,2.705850,[1.50212020802908 0.872917935471892 0.675567421304186 0.462322732194897] 
26,0.22,0.09,0.0089,0.007196,1.262730,[0.872917935471892 0.675567421304186 0.462322732194897] 
26,0.22,0.09,0.0089,0.003699,4.389490,[0.315939392955134 0.389050076941735 0.4831576846821 0.40297245540472 0.615990067942256 0.872917935471892 0.675567421304186 0.462322732194897 0.530921769457376 0.501933930878876 0.474462908555424 0.364752221596478] 
26,0.22,0.09,0.0089,0.005516,1.623510,[0.615990067942256 0.872917935471892 0.675567421304186 0.462322732194897] 
26,0.22,0.09,0.0089,0.029997,2.465330,1.66881192295646 
36,0.22,0.09,0.0089,0.012517,2.705850,[0.653932950206263 1.41780162706256 1.06391115116602 0.859284156935114] 
36,0.22,0.09,0.0089,0.001489,1.262730,[] 
36,0.22,0.09,0.0089,0.027078,4.389490,[1.41780162706256 1.92319530810114] 
36,0.22,0.09,0.0089,0.028339,1.623510,1.41780162706256 
36,0.22,0.09,0.0089,0.014722,2.465330,[0.653932950206263 1.41780162706256 1.92319530810114] 
46,0.22,0.09,0.0089,0.014677,2.705850,[0.643418709630929 1.63109984660938 1.17660786528765 1.03219298718967] 
46,0.22,0.09,0.0089,0.010130,1.262730,[1.14375382070534 1.17660786528765] 
46,0.22,0.09,0.0089,0.026999,4.389490,[2.27451855624031 1.17660786528765] 
46,0.22,0.09,0.0089,0.011075,1.623510,[0.487346025904039 1.14375382070534 1.17660786528765] 
46,0.22,0.09,0.0089,0.003334,2.465330,[0.643418709630929 0.487346025904039 0.515653164372971 0.62810065633237 0.605201748944681 0.571406116342964 0.524738143385252 0.507454843804413] 
6,0.22,0.09,0.0089,0.023407,2.705850,[2.51455418123131 2.67705360294577] 
6,0.22,0.09,0.0089,0.011691,1.262730,1.06469249739044 
6,0.22,0.09,0.0089,0.007249,4.389490,[0.445432556203271 0.7479766241394 0.443377230068882 0.6672066508081 0.655993676214931 0.660517339037682 0.404175158352754 0.406524448127512 0.760985274247454 0.444851383180364 0.425233230043619] 
6,0.22,0.09,0.0089,0.012115,1.623510,[1.06469249739044 0.406524448127512] 
6,0.22,0.09,0.0089,0.002893,2.465330,[0.443377230068882 0.6672066508081 0.655993676214931 0.660517339037682 0.404175158352754 0.406524448127512 0.403351024475172 0.357634249772283] 
17,0.25,0.09,0.0089,0.003958,2.705850,[0.580497081326957 0.853778378205282 0.748810326739356 0.695047789520872 0.32896606818211 0.34548530376488 0.380749260097453 0.42096768655386 0.331721734881237] 
17,0.25,0.09,0.0089,0.028259,1.262730,[] 
17,0.25,0.09,0.0089,0.028680,4.389490,[] 
17,0.25,0.09,0.0089,0.017253,1.623510,[] 
17,0.25,0.09,0.0089,0.001793,2.465330,[0.853778378205282 0.748810326739356] 
27,0.25,0.09,0.0089,0.007043,2.705850,[0.47468920391634 0.500755955930581 0.813019327635388 0.646260727463367 0.967303256151928 0.512039711796012 0.422138614176559 0.728144440218876] 
27,0.25,0.09,0.0089,0.010594,1.262730,[] 
27,0.25,0.09,0.0089,0.024632,4.389490,[1.47934296794794 1.15028305439544] 
27,0.25,0.09,0.0089,0.000461,1.623510,[] 
27,0.25,0.09,0.0089,0.001289,2.465330,[] 
37,0.25,0.09,0.0089,0.005069,2.705850,[0.505383920580371 0.443926154950858 0.529252042988297 0.32628817746445 0.646859812581178 0.605432878380802 0.44612645599821 0.383525277221511 0.275375985367148 0.448875732885524 0.366175764236277] 
37,0.25,0.09,0.0089,0.019472,1.262730,1.05155933437901 
37,0.25,0.09,0.0089,0.021948,4.389490,[1.94632618798478 1.05155933437901 1.10777699547418] 
37,0.25,0.09,0.0089,0.019429,1.623510,1.05155933437901 
37,0.25,0.09,0.0089,0.013524,2.465330,[0.505383920580371 0.973178197939155 0.973147990045628 1.05155933437901 1.10777699547418] 
47,0.25,0.09,0.0089,0.016409,2.705850,[0.745427799547556 0.562798112631235 1.31573820679899 1.48956339984548] 
47,0.25,0.09,0.0089,0.008888,1.262730,0.881706346589121 
47,0.25,0.09,0.0089,0.022337,4.389490,[] 
47,0.25,0.09,0.0089,0.005667,1.623510,[0.434031860209868 0.881706346589121 0.674857672283397 0.38701768441852 0.427688043143566] 
47,0.25,0.09,0.0089,0.020598,2.465330,1.87853631943022 
7,0.25,0.09,0.0089,0.005505,2.705850,[0.469573488335082 0.461543733016762 0.543277965060824 0.452637489324838 0.659748853804323 0.689107466473132 0.265147543417351 0.314606298120183 0.492124828957237 0.555320801053978] 
7,0.25,0.09,0.0089,0.011053,1.262730,[1.11238634312916 0.689107466473132] 
7,0.25,0.09,0.0089,0.018767,4.389490,[1.7609861369679 0.555320801053978] 
7,0.25,0.09,0.0089,0.023402,1.623510,[] 
7,0.25,0.09,0.0089,0.002432,2.465330,0.659748853804323 
10,0.2,0.09,0.0089,0.027881,2.705850,[] 
10,0.2,0.09,0.0089,0.023270,1.262730,[] 
10,0.2,0.09,0.0089,0.014601,4.389490,[1.10022207575063 0.914167182221976 1.04645511085398 1.03910538514866 0.887578230488195 0.964755909816446] 
10,0.2,0.09,0.0089,0.013074,1.623510,[1.04645511085398 1.03910538514866] 
10,0.2,0.09,0.0089,0.013400,2.465330,[0.914167182221976 1.04645511085398 1.03910538514866 0.887578230488195] 
20,0.2,0.09,0.0089,0.009190,2.705850,[1.40482055105163 1.07148819987743 0.710546665506987 0.819016222468587 1.09222177013926] 
20,0.2,0.09,0.0089,0.015254,1.262730,1.07148819987743 
20,0.2,0.09,0.0089,0.015321,4.389490,[1.40482055105163 1.07148819987743 1.52956288797557] 
20,0.2,0.09,0.0089,0.024524,1.623510,1.07148819987743 
20,0.2,0.09,0.0089,0.023840,2.465330,[1.07148819987743 1.52956288797557] 
30,0.2,0.09,0.0089,0.019328,2.705850,[0.959274228915267 1.14149776284924 0.707648031098634] 
30,0.2,0.09,0.0089,0.011357,1.262730,[0.959274228915267 1.14149776284924] 
30,0.2,0.09,0.0089,0.024344,4.389490,3.00477024712391 
30,0.2,0.09,0.0089,0.015982,1.623510,[0.959274228915267 1.14149776284924] 
30,0.2,0.09,0.0089,0.010519,2.465330,[0.746960440933583 0.492078293258276 0.959274228915267 1.14149776284924 0.707648031098634 0.619141377740813] 
40,0.2,0.09,0.0089,0.028169,2.705850,[] 
40,0.2,0.09,0.0089,0.026277,1.262730,1.1151249420449 
40,0.2,0.09,0.0089,0.016502,4.389490,[0.967849616967542 0.99338881866538 1.1151249420449 1.02833963616533 1.26842809129065 0.745767733275289] 
40,0.2,0.09,0.0089,0.018671,1.623510,[1.1151249420449 1.02833963616533] 
40,0.2,0.09,0.0089,0.017607,2.465330,[0.99338881866538 1.1151249420449 1.02833963616533 1.26842809129065] 
50,0.2,0.09,0.0089,0.006232,2.705850,[0.455358884521829 0.428531796698713 0.490327779136706 0.667468911924919 0.743079218721413 0.495875162112711 0.351808624710335 0.292428712088587 0.427931755123089 0.366111565341765] 
50,0.2,0.09,0.0089,0.009036,1.262730,[0.490327779136706 0.667468911924919 0.743079218721413 0.495875162112711] 
50,0.2,0.09,0.0089,0.014125,4.389490,[0.888794481692463 0.455358884521829 1.58632848776034 0.743079218721413 0.495875162112711 1.07216909192201 0.748905675763118] 
50,0.2,0.09,0.0089,0.006912,1.623510,[0.428531796698713 0.490327779136706 0.667468911924919 0.743079218721413 0.495875162112711] 
50,0.2,0.09,0.0089,0.025323,2.465330,[] 
19,0.35,0.09,0.0089,0.005843,2.705850,[0.493136498859233 0.566240531734973 0.314653774382998 0.458852836883019 0.802464386733753 0.761938451615149 0.418981862472176 0.439934530537784 0.564729354746628] 
19,0.35,0.09,0.0089,0.006776,1.262730,[0.458852836883019 0.802464386733753 0.761938451615149 0.418981862472176] 
19,0.35,0.09,0.0089,0.005119,4.389490,[0.493136498859233 0.566240531734973 0.314653774382998 0.458852836883019 0.802464386733753 0.761938451615149 0.418981862472176 0.439934530537784 0.564729354746628 0.723705618265559] 
19,0.35,0.09,0.0089,0.006828,1.623510,[0.314653774382998 0.458852836883019 0.802464386733753 0.761938451615149 0.418981862472176] 
19,0.35,0.09,0.0089,0.013068,2.465330,[0.880894306117971 1.26131722361677 2.18558419937174] 
29,0.35,0.09,0.0089,0.009332,2.705850,[0.621176262825439 0.689609320802064 1.12936346155909 1.02730240353291 0.604456500577125 0.574429771578711] 
29,0.35,0.09,0.0089,0.027699,1.262730,[] 
29,0.35,0.09,0.0089,0.012904,4.389490,[0.621176262825439 0.689609320802064 1.12936346155909 1.02730240353291 1.17888627215584] 
29,0.35,0.09,0.0089,0.005544,1.623510,[0.374836249591658 0.754527211967435 0.742389016500475 0.284913387032439 0.445814126386596] 
29,0.35,0.09,0.0089,0.027141,2.465330,2.20618867568875 
39,0.35,0.09,0.0089,0.029391,2.705850,[] 
39,0.35,0.09,0.0089,0.013165,1.262730,[] 
39,0.35,0.09,0.0089,0.003333,4.389490,[0.497546761879673 0.34073891277052 0.57945407173272 0.687842740474316 0.833127883609124 0.765902952652524 0.329899328254071 0.536599062636535 0.614130423421764 0.522827242150279 0.348907609982215] 
39,0.35,0.09,0.0089,0.007741,1.623510,[0.687842740474316 0.833127883609124 1.09580228090659] 
39,0.35,0.09,0.0089,0.012259,2.465330,[0.57945407173272 1.52097062408344 1.63240134354313 0.614130423421764] 
49,0.35,0.09,0.0089,0.017847,2.705850,1.49344356301494 
49,0.35,0.09,0.0089,0.007866,1.262730,[0.883865086989322 0.742570973550873] 
49,0.35,0.09,0.0089,0.018083,4.389490,[1.49344356301494 3.03337206052003] 
49,0.35,0.09,0.0089,0.021333,1.623510,[] 
49,0.35,0.09,0.0089,0.006650,2.465330,[0.336677008522879 0.609578476025618 0.883865086989322 0.742570973550873 0.616941837488852 0.443240018974252 0.393247711279272] 
9,0.35,0.09,0.0089,0.003522,2.705850,[0.510910789043487 0.486164933979092 0.376750030250578 0.34903366859324 0.744057801035447 0.754927536352832 0.334242265646918 0.556749133425974 0.56655082187077 0.46827521834691] 
9,0.35,0.09,0.0089,0.008899,1.262730,1.08916980199975 
9,0.35,0.09,0.0089,0.009561,4.389490,[0.490136732140591 0.510910789043487 0.486164933979092 1.46984149987927 1.08916980199975 0.556749133425974 1.03482604021768 0.387379183004858] 
9,0.35,0.09,0.0089,0.012723,1.623510,1.46984149987927 
9,0.35,0.09,0.0089,0.015231,2.465330,[0.997075723022579 1.46984149987927 1.64591893542572] 
18,0.3,0.09,0.0089,0.002565,2.705850,[0.797387801386374 0.537147851660608 0.674931864417512 0.81000121075468 0.50035639272417 0.586586782341005 0.466937618319803] 
18,0.3,0.09,0.0089,0.007874,1.262730,1.06938180420656 
18,0.3,0.09,0.0089,0.024028,4.389490,[] 
18,0.3,0.09,0.0089,0.000876,1.623510,[] 
18,0.3,0.09,0.0089,0.027859,2.465330,[] 
28,0.3,0.09,0.0089,0.021910,2.705850,[1.04427125251746 1.2413248160343 1.08804992845707 1.49977347454608] 
28,0.3,0.09,0.0089,0.014658,1.262730,[1.2413248160343 1.08804992845707] 
28,0.3,0.09,0.0089,0.017354,4.389490,[0.74858192939166 1.04427125251746 1.2413248160343 1.08804992845707 1.49977347454608] 
28,0.3,0.09,0.0089,0.007117,1.623510,[0.493503644328551 0.747821171705749 1.08804992845707 0.420107795853415] 
28,0.3,0.09,0.0089,0.013762,2.465330,[1.04427125251746 1.2413248160343 1.08804992845707 0.825920264823634] 
38,0.3,0.09,0.0089,0.028893,2.705850,[] 
38,0.3,0.09,0.0089,0.016403,1.262730,1.08911793122223 
38,0.3,0.09,0.0089,0.015633,4.389490,[1.87019651431167 1.08911793122223] 
38,0.3,0.09,0.0089,0.006946,1.623510,[0.71793836073032 0.750134868090823 1.08911793122223 0.36172984680872] 
38,0.3,0.09,0.0089,0.014664,2.465330,[1.87019651431167 1.08911793122223] 
48,0.3,0.09,0.0089,0.018721,2.705850,2.09447945115783 
48,0.3,0.09,0.0089,0.020372,1.262730,[] 
48,0.3,0.09,0.0089,0.011864,4.389490,[0.833399684192789 0.581620550339105 0.631282585590392 0.881576315228333 1.96214295293225 0.74312182592085] 
48,0.3,0.09,0.0089,0.011021,1.623510,[0.631282585590392 0.881576315228333] 
48,0.3,0.09,0.0089,0.029633,2.465330,2.09447945115783 
8,0.3,0.09,0.0089,0.001131,2.705850,1.82191229965657 
8,0.3,0.09,0.0089,0.026553,1.262730,[] 
8,0.3,0.09,0.0089,0.027396,4.389490,2.44244316970426 
8,0.3,0.09,0.0089,0.023882,1.623510,[] 
8,0.3,0.09,0.0089,0.002960,2.465330,[0.49968979365422 0.586593531965328 0.683554743518689 0.672605100566026 0.717054335255077 0.373395927923946 0.380720095437145 0.495114628173326 0.40949112599872] 
