cpc,cohesin,e,time,chr_length,distances
0.1,0.09,0.005,0.024442,1.082340,[] 
0.1,0.09,0.005,0.027171,3.487540,[] 
0.1,0.09,0.005,0.003809,1.924160,[] 
0.1,0.09,0.005,0.027397,2.826110,[] 
0.1,0.09,0.005,0.018967,2.645720,[] 
0.1,0.09,0.005,0.002925,1.443120,[] 
0.1,0.09,0.005,0.008351,2.044420,[] 
0.1,0.09,0.005,0.016400,1.623510,[] 
0.1,0.09,0.005,0.028712,1.322860,[] 
0.1,0.09,0.005,0.028932,2.705850,[] 
0.1,0.09,0.005,0.004726,2.886240,[] 
0.1,0.09,0.005,0.029102,0.901950,[] 
0.1,0.09,0.005,0.028697,3.547670,[] 
0.1,0.09,0.005,0.014551,1.382990,[] 
0.1,0.09,0.005,0.023991,3.487540,[] 
0.1,0.09,0.005,0.004253,3.547670,[] 
0.1,0.09,0.005,0.012642,3.607800,[] 
0.1,0.09,0.005,0.027448,2.405200,[] 
0.1,0.09,0.005,0.023744,1.322860,[] 
0.1,0.09,0.005,0.028757,2.044420,[] 
0.1,0.09,0.005,0.019652,3.126760,[] 
0.1,0.09,0.005,0.001070,2.645720,[] 
0.1,0.09,0.005,0.025446,1.503250,[] 
0.1,0.09,0.005,0.027986,2.465330,[] 
0.1,0.09,0.005,0.020337,2.104550,[] 
0.1,0.09,0.005,0.022702,1.082340,[] 
0.1,0.09,0.005,0.022264,2.886240,[] 
0.1,0.09,0.005,0.011749,2.345070,[] 
0.1,0.09,0.005,0.019635,2.585590,[] 
0.1,0.09,0.005,0.005127,2.164680,[] 
0.1,0.09,0.005,0.021149,0.962080,[] 
0.1,0.09,0.005,0.000952,2.345070,[] 
0.1,0.09,0.005,0.008293,3.066630,[] 
0.1,0.09,0.005,0.001382,3.066630,[] 
0.1,0.09,0.005,0.002908,2.164680,[] 
0.1,0.09,0.005,0.024660,1.082340,[] 
0.1,0.09,0.005,0.020807,2.345070,[] 
0.1,0.09,0.005,0.009494,2.525460,[] 
0.1,0.09,0.005,0.028452,2.104550,[] 
0.1,0.09,0.005,0.001030,3.607800,[] 
0.1,0.09,0.005,0.013135,2.525460,[] 
0.1,0.09,0.005,0.011423,1.563380,[] 
0.1,0.09,0.005,0.022916,2.104550,[] 
0.1,0.09,0.005,0.023804,2.284940,[] 
0.1,0.09,0.005,0.005592,2.946370,[] 
0.1,0.09,0.005,0.014659,2.345070,[] 
0.1,0.09,0.005,0.013336,1.864030,[] 
0.1,0.09,0.005,0.019342,1.382990,[] 
0.1,0.09,0.005,0.021228,2.765980,[] 
0.1,0.09,0.005,0.022583,1.683640,[] 
0.1,0.09,0.005,0.008260,3.667930,[] 
0.1,0.09,0.005,0.029962,2.585590,[] 
0.1,0.09,0.005,0.019600,0.901950,[] 
0.1,0.09,0.005,0.004865,1.563380,[] 
0.1,0.09,0.005,0.003560,1.382990,[] 
0.1,0.09,0.005,0.014908,2.104550,[] 
0.1,0.09,0.005,0.028709,1.924160,[] 
0.1,0.09,0.005,0.010181,1.382990,[] 
0.1,0.09,0.005,0.017506,1.503250,[] 
0.1,0.09,0.005,0.006694,1.623510,[] 
0.1,0.09,0.005,0.022469,2.044420,[] 
0.1,0.09,0.005,0.007628,1.563380,[] 
0.1,0.09,0.005,0.015131,1.082340,[] 
0.1,0.09,0.005,0.020905,2.284940,[] 
0.1,0.09,0.005,0.026640,1.382990,[] 
