rand_ID,cpc,cohesin,e,time,chr_length,distances
31,0.125,0.09,0.0067,0.027136,2.645720,[0.984240464375117 0.758416809532017 0.822878360342056 0.73362984306468 0.570755858909378 0.578468249448933 0.545632754363587] 
41,0.125,0.09,0.0067,0.018295,1.082340,[0.757830527024412 0.594040725937034 0.354036139731389] 
41,0.125,0.09,0.0067,0.018529,3.487540,[0.552212280530679 0.418692551837984 0.527754222131406 0.355557735349068 0.45553524437823 0.757830527024412 0.594040725937034 0.354036139731389 0.643483812885012 0.740228861733227 0.58311790551016] 
41,0.125,0.09,0.0067,0.025780,1.924160,[0.355557735349068 0.45553524437823 0.757830527024412 0.948076865668423 0.643483812885012] 
41,0.125,0.09,0.0067,0.024161,2.826110,[0.418692551837984 0.527754222131406 0.355557735349068 0.45553524437823 0.757830527024412 0.948076865668423 0.643483812885012 0.740228861733227] 
41,0.125,0.09,0.0067,0.017297,2.645720,[0.418692551837984 0.527754222131406 0.355557735349068 0.45553524437823 0.757830527024412 0.594040725937034 0.354036139731389 0.643483812885012 0.740228861733227] 
13,0.12,0.09,0.0067,0.005487,1.082340,[] 
13,0.12,0.09,0.0067,0.007198,3.487540,[1.73245334021661 1.80180217693611] 
13,0.12,0.09,0.0067,0.026591,1.924160,[0.502373924968171 0.427415952195184 0.694292555443441 0.872730488184838 0.464593746795367] 
13,0.12,0.09,0.0067,0.000859,2.826110,[] 
13,0.12,0.09,0.0067,0.014693,2.645720,[0.393256388959445 0.560427357087706 0.502373924968171 0.427415952195184 0.694292555443441 0.872730488184838 0.464593746795367 0.719429680450379 0.499252542326354] 
23,0.12,0.09,0.0067,0.005037,1.082340,[] 
23,0.12,0.09,0.0067,0.029358,3.487540,[0.691541633773338 0.65672642106047 1.31273987966382 1.02629410439886 0.602248164841895 0.982786736426627 0.430794213948475] 
23,0.12,0.09,0.0067,0.021378,1.924160,[0.6831041865951 0.629635693068724 1.02629410439886 0.602248164841895] 
23,0.12,0.09,0.0067,0.015012,2.826110,[0.691541633773338 0.65672642106047 0.6831041865951 0.629635693068724 0.563344993099288 0.462949111299573 0.41850776133825 0.183740403503646 0.982786736426627] 
23,0.12,0.09,0.0067,0.014130,2.645720,[0.691541633773338 0.65672642106047 0.6831041865951 0.629635693068724 0.563344993099288 0.462949111299573 0.41850776133825 0.183740403503646 0.982786736426627] 
3,0.12,0.09,0.0067,0.001788,1.082340,[] 
3,0.12,0.09,0.0067,0.020457,3.487540,[0.32247940238359 0.603652665489159 0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113 0.439907862862934] 
3,0.12,0.09,0.0067,0.001273,1.924160,[] 
3,0.12,0.09,0.0067,0.002142,2.826110,[] 
3,0.12,0.09,0.0067,0.015646,2.645720,[0.579091431155737 0.566263513975424 0.819470179219892 0.873618713024832 0.787649035671888 0.807038408134113] 
33,0.12,0.09,0.0067,0.002901,1.082340,[] 
33,0.12,0.09,0.0067,0.024542,3.487540,[0.274882639730505 1.04374734216177 0.767975513340799 0.322027330008929 0.698753543827204 0.604903156384597 0.361863974391669 0.656230978714514 0.701677725868109 0.530786153574932] 
33,0.12,0.09,0.0067,0.024524,1.924160,[0.767975513340799 0.322027330008929 0.698753543827204 0.604903156384597 0.361863974391669 0.656230978714514] 
33,0.12,0.09,0.0067,0.021669,2.826110,[1.04374734216177 0.767975513340799 0.322027330008929 0.698753543827204 0.604903156384597 0.361863974391669 0.656230978714514 0.701677725868109] 
33,0.12,0.09,0.0067,0.004494,2.645720,[] 
43,0.12,0.09,0.0067,0.019788,1.082340,[0.392945928706272 0.579624633981609 0.721863713898357] 
43,0.12,0.09,0.0067,0.015556,3.487540,[0.231265442614604 0.462806612862778 0.605778607865 0.446927132169148 0.412420604431008 0.392945928706272 0.579624633981609 0.721863713898357 0.39012385871247 0.493719784717005 0.455479061558355 0.771204251237327 0.288245430998519] 
43,0.12,0.09,0.0067,0.029185,1.924160,[0.446927132169148 0.412420604431008 0.972570562687881 0.721863713898357] 
43,0.12,0.09,0.0067,0.019466,2.826110,[0.605778607865 0.446927132169148 0.412420604431008 0.392945928706272 0.579624633981609 0.721863713898357 0.39012385871247 0.493719784717005 0.455479061558355 0.771204251237327] 
43,0.12,0.09,0.0067,0.024005,2.645720,[0.605778607865 0.446927132169148 0.412420604431008 0.972570562687881 0.721863713898357 0.39012385871247 0.94919884627536] 
14,0.15,0.09,0.0067,0.013614,1.082340,[0.690360910631745 0.672206101844397] 
14,0.15,0.09,0.0067,0.012970,3.487540,[0.538356707287506 0.66782087638111 0.460839166822926 0.436718294483342 0.690360910631745 0.672206101844397 0.613538123337789 0.805712469645554 0.593769790232911] 
14,0.15,0.09,0.0067,0.024756,1.924160,[0.436718294483342 0.690360910631745 0.672206101844397 0.613538123337789] 
14,0.15,0.09,0.0067,0.002502,2.826110,[] 
14,0.15,0.09,0.0067,0.003993,2.645720,[1.7556425165756 1.76517426588023] 
24,0.15,0.09,0.0067,0.005200,1.082340,[] 
24,0.15,0.09,0.0067,0.011726,3.487540,[0.578887324285813 0.80476197935791 0.933007680488771 0.693122111281166 0.669547776787615 0.628420851771065 0.0625370947583569 0.492066012976952 0.619941055301259 0.431602887459298] 
24,0.15,0.09,0.0067,0.024939,1.924160,[1.39036151983742 0.669547776787615 0.628420851771065 0.554603107735309] 
24,0.15,0.09,0.0067,0.024097,2.826110,[0.441959014511509 0.59857123677892 1.39036151983742 0.669547776787615 0.628420851771065 0.554603107735309 0.619941055301259] 
24,0.15,0.09,0.0067,0.001813,2.645720,[] 
34,0.15,0.09,0.0067,0.011977,1.082340,[0.677465808520116 0.768185761190195] 
34,0.15,0.09,0.0067,0.015805,3.487540,[0.278332911352294 0.607707480120614 0.590411642940201 0.434746603910078 0.507516616557204 0.677465808520116 0.768185761190195 0.708854315351577 0.731655516001793 0.701111910470085] 
34,0.15,0.09,0.0067,0.012502,1.924160,[0.434746603910078 0.507516616557204 0.677465808520116 0.768185761190195] 
34,0.15,0.09,0.0067,0.019702,2.826110,[0.590411642940201 0.434746603910078 0.507516616557204 0.677465808520116 0.768185761190195 0.708854315351577 0.731655516001793] 
34,0.15,0.09,0.0067,0.018835,2.645720,[0.590411642940201 0.434746603910078 0.507516616557204 0.677465808520116 0.768185761190195 0.708854315351577 0.731655516001793] 
4,0.15,0.09,0.0067,0.008759,1.082340,[0.380241974776928 0.609260417090496 0.593599928853963] 
4,0.15,0.09,0.0067,0.012949,3.487540,[0.953017271986907 0.930247329196248 0.380241974776928 0.609260417090496 0.593599928853963 0.522726123817588 0.669378938545304 0.765473954361592 0.397621639731882] 
4,0.15,0.09,0.0067,0.000464,1.924160,[] 
4,0.15,0.09,0.0067,0.029517,2.826110,[0.520791042559293 0.713695168429343 0.989502391867423 0.593599928853963 1.02209720010297 0.312871739362873 0.622610077258645] 
4,0.15,0.09,0.0067,0.005014,2.645720,[] 
44,0.15,0.09,0.0067,0.003186,1.082340,[] 
44,0.15,0.09,0.0067,0.011171,3.487540,[0.76449536174794 0.581542539862814 0.549320064872819 0.698777361108158 0.592693979905777 0.471941021386749 0.410781391145494 0.581030963057071 0.836925106488644] 
44,0.15,0.09,0.0067,0.005942,1.924160,[1.74909395032538 0.592693979905777] 
44,0.15,0.09,0.0067,0.014688,2.826110,[0.692084551464515 0.428181549560145 0.308538410174733 0.394142645000756 0.698777361108158 0.592693979905777 0.471941021386749 0.410781391145494 0.404575961590105 0.413857813041415] 
44,0.15,0.09,0.0067,0.010182,2.645720,[0.76449536174794 0.581542539862814 0.549320064872819 0.698777361108158 0.592693979905777 0.471941021386749 0.846794152733862] 
15,0.173,0.09,0.0067,0.028549,1.082340,0.728571708928347 
15,0.173,0.09,0.0067,0.027608,3.487540,[0.626578781934749 0.647453672311552 1.30797386581398 0.728571708928347 0.497378029268643 0.50592192910158 0.48173630269131 0.662589605021584] 
15,0.173,0.09,0.0067,0.001579,1.924160,[] 
15,0.173,0.09,0.0067,0.022131,2.826110,[0.626578781934749 0.647453672311552 1.30797386581398 0.728571708928347 0.497378029268643 0.50592192910158 0.48173630269131] 
15,0.173,0.09,0.0067,0.008072,2.645720,[1.19023076489038 0.716421820773251 1.52530124100561] 
25,0.173,0.09,0.0067,0.012685,1.082340,[0.715092348662555 0.750540830493928] 
25,0.173,0.09,0.0067,0.016435,3.487540,[0.782361494439508 0.632633090359229 0.670171777219361 0.715092348662555 0.750540830493928 0.537958858381472 0.528452668769558 0.715568668255132 0.411727731806146] 
25,0.173,0.09,0.0067,0.028279,1.924160,[0.670171777219361 0.715092348662555 0.750540830493928 0.537958858381472 0.528452668769558] 
25,0.173,0.09,0.0067,0.012531,2.826110,[0.782361494439508 0.632633090359229 0.670171777219361 0.715092348662555 0.750540830493928 0.913331220911701 0.86864897449446] 
25,0.173,0.09,0.0067,0.029485,2.645720,[0.632633090359229 0.670171777219361 0.715092348662555 0.750540830493928 0.537958858381472 0.528452668769558] 
35,0.173,0.09,0.0067,0.009042,1.082340,[0.328964346614269 0.654371339851753 0.753364183675287] 
35,0.173,0.09,0.0067,0.021031,3.487540,[0.543020651937324 0.682756046752756 0.717946073718121 0.328964346614269 0.654371339851753 0.753364183675287 0.581649970835453 0.753316208633994 0.721564574316349] 
35,0.173,0.09,0.0067,0.019987,1.924160,[0.717946073718121 0.328964346614269 0.654371339851753 0.753364183675287 0.581649970835453] 
35,0.173,0.09,0.0067,0.016171,2.826110,[0.682756046752756 0.717946073718121 0.328964346614269 0.654371339851753 0.753364183675287 0.581649970835453 0.753316208633994 0.721564574316349] 
35,0.173,0.09,0.0067,0.020938,2.645720,[0.682756046752756 0.717946073718121 0.328964346614269 0.654371339851753 0.753364183675287 0.581649970835453 0.753316208633994] 
45,0.173,0.09,0.0067,0.019995,1.082340,0.768822206088581 
45,0.173,0.09,0.0067,0.005344,3.487540,[1.79903267884204 1.7513488229782] 
45,0.173,0.09,0.0067,0.003839,1.924160,[] 
45,0.173,0.09,0.0067,0.029967,2.826110,[1.0426582395311 1.33255624083503 0.768822206088581 0.784167032652953 0.572681206106483 0.574636073026542] 
45,0.173,0.09,0.0067,0.005132,2.645720,3.08392749055946 
5,0.173,0.09,0.0067,0.000977,1.082340,[] 
5,0.173,0.09,0.0067,0.016835,3.487540,[0.459572776567223 0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833 0.554110163266481] 
5,0.173,0.09,0.0067,0.026453,1.924160,[0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171] 
5,0.173,0.09,0.0067,0.020071,2.826110,[0.364929800006209 0.478401112173607 0.614253830718978 0.382261123442774 0.714847498034559 0.677738338090501 0.48613547533112 0.422803518927171 0.371163603500283 0.446944372512833] 
5,0.173,0.09,0.0067,0.005711,2.645720,[1.35862095818106 0.928806987197006 1.54366546697754] 
12,0.1,0.09,0.0067,0.011067,1.082340,[0.558554451937462 1.07554993444818] 
12,0.1,0.09,0.0067,0.013820,3.487540,[0.533850309961844 0.444802150410449 0.612338218621685 0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003 0.64170338822702 0.607519261272687 0.505014774510016] 
12,0.1,0.09,0.0067,0.029446,1.924160,[0.612338218621685 0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003 0.64170338822702] 
12,0.1,0.09,0.0067,0.004691,2.826110,3.14483504896778 
12,0.1,0.09,0.0067,0.025661,2.645720,[0.612338218621685 0.650507345484098 0.558554451937462 0.79284027279583 0.417758062288003 0.64170338822702 0.607519261272687] 
2,0.1,0.09,0.0067,0.019342,1.082340,[0.421529299989356 0.594910736343206 0.794110461849515] 
2,0.1,0.09,0.0067,0.011287,3.487540,[1.41011174381879 1.34749952032292 0.794110461849515 0.512315481044629 1.06547535929234] 
2,0.1,0.09,0.0067,0.005727,1.924160,[] 
2,0.1,0.09,0.0067,0.012845,2.826110,[0.71842628880598 0.47093073360644 0.551814205396728 0.421529299989356 0.594910736343206 0.794110461849515 0.512315481044629 1.06547535929234] 
2,0.1,0.09,0.0067,0.014458,2.645720,[0.47093073360644 0.551814205396728 0.421529299989356 0.594910736343206 0.794110461849515 0.512315481044629 0.557540605411113 0.36772339804731] 
22,0.1,0.09,0.0067,0.003618,1.082340,[] 
22,0.1,0.09,0.0067,0.017683,3.487540,[0.420346713538218 0.729930400576585 0.792581609871981 0.295629570461535 0.597561457405405 0.954598736638397 0.437726843996636 0.49174227329483 0.496590587766423 0.515607052404066] 
22,0.1,0.09,0.0067,0.006784,1.924160,[1.75404540009087 0.437889064444862 0.975223562189311] 
22,0.1,0.09,0.0067,0.011536,2.826110,[0.967166189670839 0.792581609871981 0.295629570461535 0.597561457405405 0.437889064444862 0.791016270071908 0.655162519413093 0.496590587766423] 
22,0.1,0.09,0.0067,0.017485,2.645720,[0.729930400576585 0.792581609871981 0.295629570461535 0.597561457405405 0.954598736638397 0.437726843996636 0.49174227329483 0.496590587766423] 
32,0.1,0.09,0.0067,0.007553,1.082340,0.757672167091533 
32,0.1,0.09,0.0067,0.008713,3.487540,[0.604429867010761 0.635776452830176 0.698246288599982 0.340085776473282 0.55603598862039 1.09452070308088 1.14696954501409 0.641836969463282] 
32,0.1,0.09,0.0067,0.018510,1.924160,[0.698246288599982 0.896121765093672 0.667352162739827 0.332863090587268 0.530662868432441] 
32,0.1,0.09,0.0067,0.007956,2.826110,[0.951482089992622 0.836695886602121 0.757672167091533 1.09452070308088 1.39505029679625] 
32,0.1,0.09,0.0067,0.024725,2.645720,[0.635776452830176 0.698246288599982 0.896121765093672 0.667352162739827 0.332863090587268 0.530662868432441 0.710612126335429] 
42,0.1,0.09,0.0067,0.029480,1.082340,[0.814043610394128 0.558331080890722 0.436905763495827] 
42,0.1,0.09,0.0067,0.021906,3.487540,[0.420395518020463 0.649757586005829 0.473061368977076 0.615433449577064 0.814043610394128 0.558331080890722 0.436905763495827 0.70241397131129 0.624932377366034 0.501319294321663] 
42,0.1,0.09,0.0067,0.010315,1.924160,[0.473061368977076 0.615433449577064 0.814043610394128 0.78527979017526] 
42,0.1,0.09,0.0067,0.017519,2.826110,[0.649757586005829 0.473061368977076 0.615433449577064 0.814043610394128 0.558331080890722 0.436905763495827 0.70241397131129 0.624932377366034] 
42,0.1,0.09,0.0067,0.003232,2.645720,[] 
16,0.22,0.09,0.0067,0.027188,1.082340,[] 
16,0.22,0.09,0.0067,0.026387,3.487540,[0.40434877316768 0.659290930989045 0.778890870448724 1.14609482908928 1.223340142317 0.639441406567411 0.665460565284339 0.457363348337756] 
16,0.22,0.09,0.0067,0.024530,1.924160,[1.14609482908928 1.223340142317 0.639441406567411] 
16,0.22,0.09,0.0067,0.007820,2.826110,[1.16480841724474 0.891552722154703 0.634520447213169 0.691991588967133 0.85968696709327 0.976563558108343] 
16,0.22,0.09,0.0067,0.017827,2.645720,[0.659290930989045 0.303379799960746 0.475511070487977 1.14609482908928 1.223340142317 0.639441406567411 0.665460565284339] 
26,0.22,0.09,0.0067,0.000674,1.082340,[] 
26,0.22,0.09,0.0067,0.012756,3.487540,[0.213485939774067 0.458237766008573 0.554343352074634 0.352724579857092 0.676744550573789 0.79037848729298 0.72431970783797 0.449767627255581 0.556688311574656 0.433394404590544 0.413327740490624 0.371655529306337] 
26,0.22,0.09,0.0067,0.009380,1.924160,[0.860413247280131 0.79037848729298 0.72431970783797 0.449767627255581] 
26,0.22,0.09,0.0067,0.004843,2.826110,1.82770484448556 
26,0.22,0.09,0.0067,0.005362,2.645720,[0.79037848729298 1.82770484448556] 
36,0.22,0.09,0.0067,0.012686,1.082340,[0.817745702069007 0.685871870540484] 
36,0.22,0.09,0.0067,0.002826,3.487540,[] 
36,0.22,0.09,0.0067,0.017953,1.924160,[0.533580099207956 0.817745702069007 0.685871870540484 0.472149272516234 0.752399678837028] 
36,0.22,0.09,0.0067,0.014125,2.826110,[0.389246736839369 0.761688017433937 0.533580099207956 0.817745702069007 0.685871870540484 0.472149272516234 0.752399678837028 0.434910357359286] 
36,0.22,0.09,0.0067,0.020874,2.645720,[0.761688017433937 0.533580099207956 0.817745702069007 1.15802114305672 0.752399678837028 0.434910357359286] 
46,0.22,0.09,0.0067,0.020996,1.082340,[] 
46,0.22,0.09,0.0067,0.019154,3.487540,[0.560447686889561 0.723659896424971 0.419668275418907 0.494465958750138 0.696693886375065 1.18659529396024 0.479597908357402 0.684252586877381 0.49223535774122] 
46,0.22,0.09,0.0067,0.001007,1.924160,[] 
46,0.22,0.09,0.0067,0.002063,2.826110,[] 
46,0.22,0.09,0.0067,0.009586,2.645720,[1.1200066581906 0.749103907591879 0.696693886375065 0.633078979981711 0.553516313978525 0.479597908357402 0.86069478684177] 
6,0.22,0.09,0.0067,0.015926,1.082340,[0.789572448453422 0.687365785212223] 
6,0.22,0.09,0.0067,0.019632,3.487540,[0.46126050557272 0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.468167385593872 0.39226248248221 0.346282208327442 0.436317706962049] 
6,0.22,0.09,0.0067,0.012227,1.924160,[0.612016719192392 0.488174117542128 0.789572448453422 0.687365785212223 0.425212541655485 0.327295237540704 0.468167385593872] 
6,0.22,0.09,0.0067,0.024596,2.826110,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082 0.346282208327442] 
6,0.22,0.09,0.0067,0.021545,2.645720,[0.585140668315473 0.612016719192392 0.488174117542128 0.789572448453422 1.11257832686771 0.327295237540704 0.860429868076082] 
17,0.25,0.09,0.0067,0.029059,1.082340,[0.763365199379053 0.921945545597194] 
17,0.25,0.09,0.0067,0.015939,3.487540,[0.587731059968797 0.569685179429168 0.535041689407948 0.299964696325521 0.763365199379053 0.921945545597194 0.589759681868222 0.830459638020771 0.598434702886591] 
17,0.25,0.09,0.0067,0.009753,1.924160,[0.535041689407948 0.299964696325521 0.763365199379053 1.80945950463545] 
17,0.25,0.09,0.0067,0.003168,2.826110,1.80945950463545 
17,0.25,0.09,0.0067,0.018324,2.645720,[0.569685179429168 0.535041689407948 0.299964696325521 0.763365199379053 0.921945545597194 0.420636753336762 0.352582457493986 0.647000109058245] 
27,0.25,0.09,0.0067,0.023364,1.082340,[] 
27,0.25,0.09,0.0067,0.012703,3.487540,[0.51400547332689 0.476320889366191 0.630396330167026 0.623999012360518 0.728110125935222 0.666203216396714 0.417695193572917 0.653564139698427 0.894562475613132 0.386108198900084] 
27,0.25,0.09,0.0067,0.002724,1.924160,[] 
27,0.25,0.09,0.0067,0.007993,2.826110,[1.30560906691404 0.728110125935222 0.666203216396714 1.312000442677] 
27,0.25,0.09,0.0067,0.004608,2.645720,[1.81484495392714 1.78054532553769] 
37,0.25,0.09,0.0067,0.008429,1.082340,[0.921646009434727 0.699946567508633] 
37,0.25,0.09,0.0067,0.013202,3.487540,[0.459063360840995 0.507626438205136 0.431919239914465 0.595199733851462 0.921646009434727 0.699946567508633 0.443052242230905 0.411606658102257 0.599397133837332 0.319468748838012 0.464837793217185] 
37,0.25,0.09,0.0067,0.015813,1.924160,[0.595199733851462 0.921646009434727 0.699946567508633 0.443052242230905 0.411606658102257] 
37,0.25,0.09,0.0067,0.013721,2.826110,[0.507626438205136 0.431919239914465 0.595199733851462 0.921646009434727 0.699946567508633 0.443052242230905 0.411606658102257 0.599397133837332 0.319468748838012] 
37,0.25,0.09,0.0067,0.026256,2.645720,[0.507626438205136 0.431919239914465 0.595199733851462 0.921646009434727 1.14299880973954 0.411606658102257 0.599397133837332] 
47,0.25,0.09,0.0067,0.015541,1.082340,[0.8246652687427 0.749642739920062] 
47,0.25,0.09,0.0067,0.028307,3.487540,[0.582562400366966 0.539506901788003 0.641085911362265 0.448223187218596 0.8246652687427 1.6058684756513 0.415145533381612 0.654864617935841 0.403297202036752] 
47,0.25,0.09,0.0067,0.019128,1.924160,[0.448223187218596 0.8246652687427 0.749642739920062 0.401890159604981 0.454335576126258] 
47,0.25,0.09,0.0067,0.028726,2.826110,[0.539506901788003 0.641085911362265 0.448223187218596 0.8246652687427 1.6058684756513 0.415145533381612 0.654864617935841] 
47,0.25,0.09,0.0067,0.007219,2.645720,[1.31890493545798 1.05059315588803 1.82208922708804] 
7,0.25,0.09,0.0067,0.020284,1.082340,[0.728387057958137 0.870958061352014] 
7,0.25,0.09,0.0067,0.008672,3.487540,[1.16833662342593 0.864065234807281 0.728387057958137 1.0332245993351 1.0219484477547 0.845893092204954] 
7,0.25,0.09,0.0067,0.020152,1.924160,[0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927] 
7,0.25,0.09,0.0067,0.020851,2.826110,[0.640104805847232 0.37896695820717 0.470872694920975 0.44172700575962 0.728387057958137 0.870958061352014 0.301163082262991 0.61480197593927 0.561910592517303] 
7,0.25,0.09,0.0067,0.002039,2.645720,[] 
10,0.2,0.09,0.0067,0.007643,1.082340,[] 
10,0.2,0.09,0.0067,0.006720,3.487540,[1.76067459355763 1.79712528426069] 
10,0.2,0.09,0.0067,0.020032,1.924160,[0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483] 
10,0.2,0.09,0.0067,0.025328,2.826110,[0.530964199514433 0.719443093287941 1.26656699379986 1.09139204569625 0.361792635510483 0.530133006285696 0.481526634426464] 
10,0.2,0.09,0.0067,0.010332,2.645720,[1.17390354663798 0.57491041161802 0.691656582181839 0.702066869886628 0.389325175809626 0.361792635510483 0.975942258627497] 
20,0.2,0.09,0.0067,0.023415,1.082340,0.748728944287002 
20,0.2,0.09,0.0067,0.020259,3.487540,[0.534095628857369 0.562389247928405 0.655176057281063 1.18465500936729 0.748728944287002 0.380976369863082 0.409265168624685 0.576965056249495 0.376926910629136 0.528146197885709] 
20,0.2,0.09,0.0067,0.000201,1.924160,[] 
20,0.2,0.09,0.0067,0.018062,2.826110,[0.562389247928405 0.655176057281063 0.526595412531996 0.658059596835291 0.748728944287002 0.380976369863082 0.409265168624685 0.576965056249495 0.376926910629136] 
20,0.2,0.09,0.0067,0.011600,2.645720,[0.562389247928405 0.655176057281063 0.526595412531996 0.658059596835291 0.748728944287002 0.380976369863082 0.409265168624685 0.787809215003352] 
30,0.2,0.09,0.0067,0.027480,1.082340,0.87139984125765 
30,0.2,0.09,0.0067,0.000034,3.487540,[] 
30,0.2,0.09,0.0067,0.013872,1.924160,[0.771371702541334 0.87139984125765 0.68929041432774 0.466640860632553 0.7132390813281] 
30,0.2,0.09,0.0067,0.012727,2.826110,[0.816107757652377 0.937572317999002 0.87139984125765 0.68929041432774 0.466640860632553 0.7132390813281 0.799432099098225] 
30,0.2,0.09,0.0067,0.013824,2.645720,[0.492162340760389 0.771371702541334 0.87139984125765 0.68929041432774 0.466640860632553 0.7132390813281] 
40,0.2,0.09,0.0067,0.023105,1.082340,0.78233306683387 
40,0.2,0.09,0.0067,0.009673,3.487540,[1.80001310646232 0.660790032135731 0.399663790064638 1.03844091076535 0.915310456571883] 
40,0.2,0.09,0.0067,0.023540,1.924160,[0.374283778617215 0.434590697768989 0.78233306683387 1.06045382220037 0.538556339871268] 
40,0.2,0.09,0.0067,0.014137,2.826110,[0.63904903015363 0.374283778617215 0.434590697768989 0.78233306683387 0.660790032135731 0.399663790064638 0.538556339871268 0.697957411439676] 
40,0.2,0.09,0.0067,0.001071,2.645720,[] 
50,0.2,0.09,0.0067,0.005275,1.082340,[] 
50,0.2,0.09,0.0067,0.021651,3.487540,[0.698986051117898 0.44489906053938 0.409859833545672 0.500990642279585 0.681941480897806 0.774501394858389 0.532909342175515 0.427821005393376 0.609689084786539 0.321643773241674 0.428887702661091] 
50,0.2,0.09,0.0067,0.014203,1.924160,[0.409859833545672 0.500990642279585 0.681941480897806 0.774501394858389 0.771163260964499] 
50,0.2,0.09,0.0067,0.004581,2.826110,3.08210819743959 
50,0.2,0.09,0.0067,0.010231,2.645720,[0.969475785862723 0.896987346045889 0.681941480897806 0.774501394858389 1.31064838968611] 
19,0.35,0.09,0.0067,0.018221,1.082340,0.818927252531281 
19,0.35,0.09,0.0067,0.005751,3.487540,[1.2935014646897 1.20864657187564 1.8380823740858] 
19,0.35,0.09,0.0067,0.022150,1.924160,[1.36653571091729 1.21642414896928 0.464115865338298] 
19,0.35,0.09,0.0067,0.007283,2.826110,[0.622847486311443 0.779830846689476 0.547608458386004 0.818927252531281 0.787955766829376 1.2627196122935] 
19,0.35,0.09,0.0067,0.027516,2.645720,[0.487732993020119 0.779830846689476 1.36653571091729 1.21642414896928 0.464115865338298 0.560263205781378] 
29,0.35,0.09,0.0067,0.008072,1.082340,[1.07776871375465 0.947685176438331] 
29,0.35,0.09,0.0067,0.022963,3.487540,[0.413508912517848 0.868752266902026 0.593928871620281 0.304892406266721 0.911657382087627 0.947685176438331 0.696473811867393 0.545207522018585 0.673337122539852] 
29,0.35,0.09,0.0067,0.005658,1.924160,[1.84664917461401 1.8362657164581] 
29,0.35,0.09,0.0067,0.008623,2.826110,[0.868752266902026 0.732709946219977 1.07776871375465 0.947685176438331 0.977862020383373] 
