cpc,cohesin,e,time,arm_length,distances
0.173,0.09,0.0075,0.011198,3.848320,[0.446352553982937 0.385739896797805 0.485919107640926 0.574159360752773 0.411625278138849 0.689372363135069 0.638885870893866 0.370044047031518 0.348476182500016 0.309690057569227 0.407222242842288 0.405728558953842 0.488099692927294] 
0.2,0.09,0.0075,0.026620,1.082340,1.05170672111551 
0.2,0.09,0.0075,0.012794,3.487540,[0.328059291384512 0.327990198335939 0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.026720,1.924160,[1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.006725,2.826110,[0.327990198335939 0.432560124328977 0.525390995776468 0.218973056668995 0.141227698461901 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044 0.267311650434135] 
0.2,0.09,0.0075,0.023903,2.645720,[0.432560124328977 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.025742,1.443120,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.012808,2.044420,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.017659,1.623510,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.002750,1.322860,[] 
0.2,0.09,0.0075,0.007513,2.705850,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044 0.267311650434135] 
0.2,0.09,0.0075,0.017804,2.886240,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.945997079023127] 
0.2,0.09,0.0075,0.015608,0.901950,[] 
0.2,0.09,0.0075,0.027405,3.547670,[1.08860961404943 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.019885,1.382990,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.014978,3.487540,[0.656049489720451 0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.019029,3.547670,[0.656049489720451 0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.945997079023127] 
0.2,0.09,0.0075,0.002588,3.607800,[] 
0.2,0.09,0.0075,0.001222,2.405200,[] 
0.2,0.09,0.0075,0.022525,1.322860,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.009703,2.044420,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.001991,3.126760,[] 
0.2,0.09,0.0075,0.027667,2.645720,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.001628,1.503250,[] 
0.2,0.09,0.0075,0.002036,2.465330,[] 
0.2,0.09,0.0075,0.017184,2.104550,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.013159,1.082340,[0.62967738083808 1.05170672111551] 
0.2,0.09,0.0075,0.000819,2.886240,[] 
0.2,0.09,0.0075,0.001488,2.345070,[] 
0.2,0.09,0.0075,0.007146,2.585590,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044 0.267311650434135] 
0.2,0.09,0.0075,0.003813,2.164680,[1.75897050908725 1.08633491071618] 
0.2,0.09,0.0075,0.018880,0.962080,[] 
0.2,0.09,0.0075,0.014270,2.345070,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.003294,3.066630,[1.75897050908725 1.08633491071618 1.35386531354031] 
0.2,0.09,0.0075,0.013040,3.066630,[0.327990198335939 0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.027010,2.164680,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.016945,1.082340,1.05170672111551 
0.2,0.09,0.0075,0.021878,2.345070,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.029373,2.525460,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.017612,2.104550,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.015065,3.607800,[0.656049489720451 0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.015915,2.525460,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.018150,1.563380,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.022881,2.104550,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.017979,2.284940,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.021628,2.946370,[0.432560124328977 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.013026,2.345070,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.019350,1.864030,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.005287,1.382990,[0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.026230,2.765980,[0.432560124328977 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.007532,1.683640,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.010667,3.667930,[0.328059291384512 0.327990198335939 0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.009076,2.585590,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044 0.267311650434135] 
0.2,0.09,0.0075,0.028955,0.901950,[] 
0.2,0.09,0.0075,0.005753,1.563380,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.002927,1.382990,[] 
0.2,0.09,0.0075,0.020755,2.104550,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.002872,1.924160,[1.75897050908725 1.77948536905425] 
0.2,0.09,0.0075,0.005963,1.382990,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.018158,1.503250,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.021227,1.623510,[0.360200755130896 1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.026634,2.044420,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.018022,1.563380,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.025792,1.082340,1.05170672111551 
0.2,0.09,0.0075,0.020213,2.284940,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.023473,1.382990,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.016046,1.563380,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.000133,2.044420,[] 
0.2,0.09,0.0075,0.005937,1.563380,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.013115,2.465330,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.016690,1.142470,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.011513,1.022210,[0.62967738083808 0.632314974104926] 
0.2,0.09,0.0075,0.019334,1.803900,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.017505,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.022903,1.984290,[1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.005219,1.382990,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.015036,1.743770,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.011435,2.224810,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.029201,2.104550,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.027971,2.164680,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.026674,1.022210,[] 
0.2,0.09,0.0075,0.013251,2.525460,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.022452,0.781690,[] 
0.2,0.09,0.0075,0.027168,1.262730,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.011151,1.864030,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.003473,1.984290,[] 
0.2,0.09,0.0075,0.015685,2.224810,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.010188,2.164680,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.025369,1.803900,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.005562,1.623510,[0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.006233,2.525460,[0.432560124328977 1.34339143987014 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.015840,2.164680,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.002516,1.202600,[] 
0.2,0.09,0.0075,0.007188,2.224810,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.018945,2.164680,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.003316,2.465330,[] 
0.2,0.09,0.0075,0.018132,1.022210,[] 
0.2,0.09,0.0075,0.026562,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.014647,1.984290,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.009358,1.984290,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.022748,1.443120,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.028490,2.044420,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.019276,0.962080,[] 
0.2,0.09,0.0075,0.014484,1.864030,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.013075,1.683640,[0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.029865,1.803900,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.013222,2.164680,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.014565,2.645720,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.025693,2.044420,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.021375,2.645720,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.018506,2.044420,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.002678,1.503250,[] 
0.2,0.09,0.0075,0.003333,2.525460,[] 
0.2,0.09,0.0075,0.017169,2.525460,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.013770,1.563380,[0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.016267,2.465330,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.001132,4.209100,[] 
0.2,0.09,0.0075,0.017276,1.322860,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.018756,3.667930,[0.656049489720451 0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.945997079023127] 
0.2,0.09,0.0075,0.014371,2.465330,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.004787,3.066630,[1.09631167612379 0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.737304927791755] 
0.2,0.09,0.0075,0.022493,0.781690,[] 
0.2,0.09,0.0075,0.023657,1.743770,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.008687,2.705850,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044 0.267311650434135] 
0.2,0.09,0.0075,0.015132,3.848320,[0.656049489720451 0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.007094,1.202600,[0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.005743,2.645720,[0.432560124328977 0.744364052445463 0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.024104,3.487540,[0.656049489720451 0.432560124328977 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.001987,3.547670,[] 
0.2,0.09,0.0075,0.005836,3.006500,[0.327990198335939 0.432560124328977 1.34339143987014 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.029051,3.006500,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.017139,2.886240,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044 0.555957018131083] 
0.2,0.09,0.0075,0.017380,0.841820,[] 
0.2,0.09,0.0075,0.028308,2.946370,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.002980,1.262730,[] 
0.2,0.09,0.0075,0.026183,2.405200,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.026559,0.721560,[] 
0.2,0.09,0.0075,0.006377,1.984290,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.004973,1.683640,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.019247,1.563380,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.005371,1.743770,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.003471,0.841820,[] 
0.2,0.09,0.0075,0.010881,1.503250,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.011983,1.803900,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.002673,1.262730,[] 
0.2,0.09,0.0075,0.020363,4.148970,[0.656049489720451 0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.016286,1.743770,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.029358,2.345070,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.006334,1.322860,[0.59902738742468 0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.027362,1.683640,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.019803,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.022134,2.345070,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.011266,1.503250,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.014133,2.284940,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.003162,1.262730,[] 
0.2,0.09,0.0075,0.026305,1.142470,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.013248,1.924160,[0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.019887,2.465330,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.021672,1.022210,[] 
0.2,0.09,0.0075,0.008499,2.104550,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.017667,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.011024,1.623510,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.023672,2.284940,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.002187,2.405200,[] 
0.2,0.09,0.0075,0.029535,1.984290,[1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.023087,1.443120,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.000218,1.743770,[] 
0.2,0.09,0.0075,0.026443,1.142470,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.025703,1.563380,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.020749,1.262730,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.026321,1.743770,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.013847,1.924160,[0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.011049,1.382990,[0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.002469,1.202600,[] 
0.2,0.09,0.0075,0.029652,2.164680,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.025864,1.322860,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.000002,2.044420,[] 
0.2,0.09,0.0075,0.020216,2.405200,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.019469,1.142470,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.012242,1.864030,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.014160,2.224810,[0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.011540,1.623510,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.013437,1.803900,[0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.000795,2.645720,[] 
0.2,0.09,0.0075,0.012639,1.443120,[0.457799688962779 0.62967738083808 1.05170672111551] 
0.2,0.09,0.0075,0.003143,1.623510,[] 
0.2,0.09,0.0075,0.001280,1.202600,[] 
0.2,0.09,0.0075,0.016525,1.683640,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.018164,1.082340,1.05170672111551 
0.2,0.09,0.0075,0.021953,2.164680,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.007632,2.405200,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.021576,1.803900,[0.360200755130896 1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.021190,1.563380,[0.360200755130896 1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.014964,1.683640,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.026520,2.345070,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.023151,2.164680,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.014697,2.645720,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.022617,2.104550,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.019810,1.623510,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.029047,1.623510,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.003476,1.443120,1.08633491071618 
0.2,0.09,0.0075,0.025813,1.743770,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.016861,0.962080,[] 
0.2,0.09,0.0075,0.003568,3.186890,[1.75897050908725 1.08633491071618 1.35386531354031] 
0.2,0.09,0.0075,0.028809,1.503250,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.024937,1.022210,[] 
0.2,0.09,0.0075,0.001849,0.962080,[] 
0.2,0.09,0.0075,0.008253,1.443120,[0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.012158,1.082340,[0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.018605,0.962080,[] 
0.2,0.09,0.0075,0.027280,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.012321,1.022210,[0.62967738083808 0.632314974104926] 
0.2,0.09,0.0075,0.021115,0.962080,[] 
0.2,0.09,0.0075,0.028812,2.044420,[0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.012923,1.382990,[0.457799688962779 0.62967738083808 1.05170672111551] 
0.2,0.09,0.0075,0.018854,1.262730,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.026750,1.924160,[1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.025859,0.601300,[] 
0.2,0.09,0.0075,0.004233,1.683640,0.632314974104926 
0.2,0.09,0.0075,0.005951,0.901950,[0.62967738083808 0.632314974104926] 
0.2,0.09,0.0075,0.018420,1.864030,[0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.022990,0.962080,[] 
0.2,0.09,0.0075,0.007321,2.224810,[0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.010957,1.803900,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.010117,1.864030,[0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486] 
0.2,0.09,0.0075,0.013535,0.962080,0.62967738083808 
0.2,0.09,0.0075,0.005066,1.202600,[0.62967738083808 0.632314974104926 0.419391747010588] 
0.2,0.09,0.0075,0.022110,0.901950,[] 
0.2,0.09,0.0075,0.002905,1.924160,[] 
0.2,0.09,0.0075,0.026398,1.984290,[1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.002434,1.924160,[] 
0.2,0.09,0.0075,0.023170,1.382990,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.025160,1.683640,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.013367,1.262730,[0.457799688962779 0.62967738083808 1.05170672111551] 
0.2,0.09,0.0075,0.017944,1.322860,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.010507,2.465330,[0.432560124328977 0.525390995776468 0.360200755130896 0.457799688962779 0.62967738083808 0.632314974104926 0.419391747010588 0.412699621214486 0.472974320088012 0.390040060892044] 
0.2,0.09,0.0075,0.022501,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.017470,1.202600,[1.08747706980086 1.05170672111551] 
0.2,0.09,0.0075,0.018126,2.765980,[0.432560124328977 0.525390995776468 0.360200755130896 1.08747706980086 1.05170672111551 0.412699621214486 0.472974320088012] 
0.2,0.09,0.0075,0.024988,3.848320,[0.656049489720451 0.432560124328977 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498 0.945997079023127] 
0.2,0.09,0.0075,0.013542,1.503250,[0.360200755130896 0.457799688962779 0.62967738083808 1.05170672111551 0.412699621214486] 
0.2,0.09,0.0075,0.026160,2.525460,[0.432560124328977 0.885591750907364 1.08747706980086 1.05170672111551 0.885673941302498] 
0.2,0.09,0.0075,0.014626,1.322860,[1.08747706980086 1.05170672111551] 
