date,name,language,nx,epsilon,dt,tol,timesteps,max_it_CH,time (secs)
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,236.012216462
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,261.509505564
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,206.260129272
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,207.264083282
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,202.859897566
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,218.785137081
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,253.223248805
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,235.956156459
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,193.882058429
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,221.33326692
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,332.753704797
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,252.935056111
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,235.189376736
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,247.101399524
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,210.285693165
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,745.786331731
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,1080.352026551
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,604.074992415
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,328.597605875
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,213.543876352
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,322.891651937
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,421.045881164
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,565.664385747
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,452.123686563
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,556.113109368
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,851.18889478
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,330.581069634
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,871.456154941
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,494.127868642
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,332.733333771
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,369.626530961
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,164.278257273
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,183.294797238
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,158.155442394
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,259.127506358
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,225.459820152
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,219.789418648
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,207.741205716
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,167.10866842
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,176.407835696
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,185.309103682
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,180.419162487
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,201.295666744
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,230.410863827
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,206.550910019
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,207.858044813
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,631.881484931
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,386.531165059
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,375.918024691
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,374.720283461
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,251.593613703
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,247.399142498
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,180.870555623
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,230.717211679
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,236.129621301
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,237.820316188
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,270.219113377
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,339.694167618
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,385.283770531
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,665.543011834
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,359.030796151
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,283.574880194
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,223.837437611
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,189.722126532
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,171.454679513
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,186.236311057
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,152.235892547
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,152.802086334
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,145.23008513
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,141.043543009
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,259.88711694
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,231.639965524
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,214.93485655
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,190.884246278
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,152.488580041
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,151.275769917
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,133.239857507
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,147.899442452
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,147.465210449
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,148.532573482
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,148.218379006
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,139.984256619
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,252.087969347
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,253.824506378
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,263.150697761
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,257.771566315
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,168.641890908
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,175.288509926
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,178.834730192
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,161.585626144
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,183.282441192
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,208.53076678
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,223.673843131
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,215.848049997
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,264.337671321
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,231.886444361
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,183.272900749
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,173.809366866
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,193.505578339
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,192.920532502
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,193.866027369
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,167.150168631
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,236.791119793
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,200.729198894
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,197.685092011
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,200.662046271
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,147.85762178
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.801846169
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,136.156188313
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,131.969649287
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,136.918070984
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,136.693192287
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,134.900622959
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,118.983199115
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.734351127
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.200432652
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,124.278731049
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,126.972200267
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.290714469
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,139.770638844
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.966246671
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,139.460468586
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,221.817413958
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,204.311954237
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,195.15202511
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,200.444344391
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,146.156665251
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,138.305356341
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.718432456
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,139.91261985
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,136.174648131
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,137.045063891
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,134.956448742
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,121.174297944
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.78156695
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.765642737
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,124.311315697
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,128.321447559
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,139.469220638
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.894574583
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.877828183
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,140.723807003
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,221.287986775
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,210.451584046
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,200.517801652
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,200.499388528
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,147.736760925
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,138.521450757
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.880756975
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.417273413
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,136.318976922
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,137.523632335
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,135.975624862
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,121.780389348
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.306654521
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,146.731923401
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,135.641591291
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,139.976878451
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,150.764727975
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,143.659023211
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,139.797028878
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.798194037
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,220.650763583
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,203.706253697
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,194.627724456
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,201.021550793
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,149.844275538
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.926695352
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.974043754
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.612240359
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,137.910960192
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,135.863900733
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,135.505580798
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,121.907822598
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,136.4217082
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,138.152789241
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,123.259871675
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,128.771586298
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.413577439
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.859837624
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,139.923060464
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,138.701046848
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,320.344019563
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,203.161950158
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,213.024467951
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,207.927029643
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,208.611939238
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,228.853949397
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,177.787056414
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,120.004706149
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,125.713780768
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,141.679538083
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,150.556061997
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,158.649127411
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,143.079624565
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,189.875758053
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,196.894498665
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,341.439741586
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,1204.171602303
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,302.717282754
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,173.773329799
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,181.878415949
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,268.361793524
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,210.251799265
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,198.140699126
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,191.846635978
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,149.271164426
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,137.941672107
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,136.564000581
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,136.052166445
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,135.667973852
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,134.549266485
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,130.490282546
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,133.350478937
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,133.602432418
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,133.531491977
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,121.670690905
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,120.49764463
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,133.671972842
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,135.037785356
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,135.939000308
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,134.436412994
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,220.78227449
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,198.406198719
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,187.727171851
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,194.220150264
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,144.814059097
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,133.927067631
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,133.051738213
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,132.42035747
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,131.408928465
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,131.555233605
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,129.330064883
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,130.074692965
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,129.881575653
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,130.186375243
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,120.99476972
NaN,CPC_geometry_alpha_0,Julia,256,0.015009,2.5e-5,1.0e-5,2000,10000,120.09968616
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,133.976829528
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,135.027541118
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,133.645275967
NaN,CPC_geometry_alpha_0,Julia,256,0.030019,2.5e-5,1.0e-5,2000,10000,135.380860563
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,215.650915565
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,197.821937581
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,188.812135492
NaN,CPC_geometry_alpha_0,Julia,256,0.00375,2.5e-5,1.0e-5,2000,10000,194.008054878
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,146.639680907
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,133.937465818
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,133.860317866
NaN,CPC_geometry_alpha_0,Julia,256,0.006,2.5e-5,1.0e-5,2000,10000,133.273279822
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,132.070165879
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,132.979604599
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,131.014886434
NaN,CPC_geometry_alpha_0,Julia,256,0.0075,2.5e-5,1.0e-5,2000,10000,131.718809665
