c_relax,Cahn,solver,dt,max_it,max_it_CH,n_level,ns,nx,ny,time,tol
2,0.0009011247407245221,Julia,9.765625e-5,100,10000,5,10,32,32,0.082126535,1e-6
2,0.0009011247407245221,Julia,9.765625e-5,1000,10000,5,10,32,32,0.623031586,1e-6
2,0.0009011247407245221,Julia,9.765625e-5,10000,10000,5,10,32,32,4.373712296,1e-6
2,0.0009011247407245221,Julia,9.765625e-5,10,100000,5,10,32,32,0.007975098,1e-6
2,0.0009011247407245221,Julia,9.765625e-5,100,100000,5,10,32,32,0.075022927,1e-6
2,0.0009011247407245221,Julia,9.765625e-5,1000,100000,5,10,32,32,0.576968891,1e-6
2,0.0009011247407245221,Julia,9.765625e-5,10000,100000,5,10,32,32,4.445529586,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,10,1000,6,10,64,64,0.043170989,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,100,1000,6,10,64,64,0.332534906,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,1000,1000,6,10,64,64,2.973055363,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,10000,1000,6,10,64,64,22.847911401,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,10,10000,6,10,64,64,0.038326616,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,100,10000,6,10,64,64,0.304540257,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,1000,10000,6,10,64,64,2.954177726,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,10000,10000,6,10,64,64,25.409271806,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,10,100000,6,10,64,64,0.03530108,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,100,100000,6,10,64,64,0.318421828,1e-6
2,0.00022528118518113052,Julia,2.44140625e-5,1000,100000,6,10,64,64,3.035008341,1e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10,1000,7,10,128,128,0.180021665,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,100,1000,7,10,128,128,1.366985616,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,1000,1000,7,10,128,128,11.512941502,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10000,1000,7,10,128,128,91.924801208,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10,10000,7,10,128,128,0.154600948,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,100,10000,7,10,128,128,1.29252228,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,1000,10000,7,10,128,128,11.61341687,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10000,10000,7,10,128,128,94.0976707,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10,100000,7,10,128,128,0.157138456,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,100,100000,7,10,128,128,1.294596867,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,1000,100000,7,10,128,128,11.943439594,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10000,100000,7,10,128,128,94.784639912,1.0e-6
2,0.00022528118518113052,Python,2.44140625e-05,10,1000,6,10,64,64,13.866477251052856,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,10,10000,6,10,64,64,12.474517822265625,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,10,100000,6,10,64,64,12.239459037780762,1e-06
2,0.0009011247407245221,Python,9.765625e-05,10,1000,5,10,32,32,2.7316699028015137,1e-06
2,0.0009011247407245221,Python,9.765625e-05,10,10000,5,10,32,32,2.845442056655884,1e-06
2,0.0009011247407245221,Python,9.765625e-05,10,100000,5,10,32,32,2.8757500648498535,1e-06
2,0.0009011247407245221,Python,9.765625e-05,100,1000,5,10,32,32,21.08459997177124,1e-06
2,0.0009011247407245221,Python,9.765625e-05,100,10000,5,10,32,32,21.53174090385437,1e-06
2,0.0009011247407245221,Python,9.765625e-05,100,100000,5,10,32,32,21.28932499885559,1e-06
2,0.0009011247407245221,Python,9.765625e-05,1000,1000,5,10,32,32,176.61988401412964,1e-06
2,0.0009011247407245221,Python,9.765625e-05,1000,10000,5,10,32,32,220.95500087738037,1e-06
2,0.0009011247407245221,Python,9.765625e-05,1000,100000,5,10,32,32,221.4940161705017,1e-06
2,1.4080074073820658e-5,Julia,1.52587890625e-6,10,1000,8,10,256,256,172.37953912,1.0e-6
2,1.4080074073820658e-5,Julia,1.52587890625e-6,10,10000,8,10,256,256,1201.646123,1.0e-6
2,0.0009011247407245221,Python,9.765625e-05,10000,1000,5,10,32,32,1769.6082561016083,1e-06
2,0.0036044989628980883,Julia,0.000390625,10,1000,4,10,16,16,0.002897209,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,100,1000,4,10,16,16,0.026803415,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,1000,1000,4,10,16,16,0.230145999,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,10000,1000,4,10,16,16,2.025409819,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,10,10000,4,10,16,16,0.002953795,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,100,10000,4,10,16,16,0.030624804,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,1000,10000,4,10,16,16,0.196769601,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,10000,10000,4,10,16,16,2.034588444,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,10,100000,4,10,16,16,0.002963684,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,100,100000,4,10,16,16,0.028609076,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,1000,100000,4,10,16,16,0.198598034,1.0e-6
2,0.0036044989628980883,Julia,0.000390625,10000,100000,4,10,16,16,2.025099408,1.0e-6
2,0.0009011247407245221,Python,9.765625e-05,10000,10000,5,10,32,32,1633.3122701644897,1e-06
2,0.0009011247407245221,Python,9.765625e-05,10000,100000,5,10,32,32,1489.3269209861755,1e-06
2,0.0036044989628980883,Python,0.000390625,10,1000,4,10,16,16,0.696584939956665,1e-06
2,0.0036044989628980883,Python,0.000390625,10,10000,4,10,16,16,0.6542809009552002,1e-06
2,0.0036044989628980883,Python,0.000390625,10,100000,4,10,16,16,0.6879098415374756,1e-06
2,0.0036044989628980883,Python,0.000390625,100,1000,4,10,16,16,5.4371161460876465,1e-06
2,0.0036044989628980883,Python,0.000390625,100,10000,4,10,16,16,5.77253794670105,1e-06
2,0.0036044989628980883,Python,0.000390625,100,100000,4,10,16,16,5.109905958175659,1e-06
2,0.0036044989628980883,Python,0.000390625,1000,1000,4,10,16,16,43.64419412612915,1e-06
2,0.0036044989628980883,Python,0.000390625,1000,10000,4,10,16,16,43.62608790397644,1e-06
2,0.0036044989628980883,Python,0.000390625,1000,100000,4,10,16,16,43.52958011627197,1e-06
2,0.0036044989628980883,Python,0.000390625,10000,1000,4,10,16,16,424.20243787765503,1e-06
2,0.0036044989628980883,Python,0.000390625,10000,10000,4,10,16,16,420.55671286582947,1e-06
2,0.0036044989628980883,Python,0.000390625,10000,100000,4,10,16,16,433.68402099609375,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,100,1000,6,10,64,64,92.2914810180664,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,100,10000,6,10,64,64,89.36448311805725,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,100,100000,6,10,64,64,91.70177292823792,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,1000,1000,6,10,64,64,1586.1340429782867,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,1000,10000,6,10,64,64,949.0570666790009,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,1000,100000,6,10,64,64,1044.9783627986908,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,10000,1000,6,10,64,64,81928.26112675667,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,10000,10000,6,10,64,64,196010.60821127892,1e-06
2,0.00022528118518113052,Python,2.44140625e-05,10000,100000,6,10,64,64,71951.28066706657,1e-06
2,0.000056,C,0.000002,10000,1000,8,50,256,256,1622.022144,1e-6
2,0.000056,C,0.000002,10000,10000,8,50,256,256,1949.694805,1e-6
2,0.000056,C,0.000002,10000,100000,8,50,256,256,1566.702380,1e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10,1000,6,10,128,128,0.173633993,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10,1000,6,10,128,128,0.174904407,1.0e-6
2,5.632029629528263e-5,Julia,6.103515625e-6,10,1000,6,10,128,128,0.177818254,1.0e-6
2,1.4080074073820658e-5,Julia,1.52587890625e-6,10,1000,7,10,256,256,115.697225993,1.0e-6
2,1.4080074073820658e-5,Julia,1.52587890625e-6,10,10000,7,10,256,256,1491.813845856,1.0e-6
2,1.4080074073820658e-5,Julia,1.52587890625e-6,10,10000,7,10,256,256,1488.592762375,1.0e-6
2,1.4080074073820658e-5,Julia,1.52587890625e-6,10,10000,7,10,256,256,1684.229488598,1.0e-6
